"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","HSPB11  (ENSAMEG00000009711)Compare Regions (GL192442.1:1,984,387-2,009,111:-1)View Sequence Alignments","0.19546","90.91 %","90.28 %","100","100.00","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","HSPB11  (ENSAPLG00000028953)Compare Regions (8:26,722,333-26,725,418:-1)View Sequence Alignments","n/a","46.97 %","43.06 %","100","70.33","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","HSPB11  (ENSACAG00000028858)Compare Regions (4:115,863,530-115,870,590:-1)View Sequence Alignments","n/a","47.10 %","45.14 %","50","94.88","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","HSPB11  (ENSABRG00000000024)Compare Regions (NXHY01000002.1:5,598,882-5,602,281:1)View Sequence Alignments","n/a","52.48 %","51.39 %","100","74.42","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-manyView Gene Tree","ENSANAG00000002172Compare Regions (KZ198906.1:2,296,065-2,296,622:-1)View Sequence Alignments","0.33043","93.53 %","90.28 %","0","n/a","No"
"Ma's night monkey (Aotus nancymaae)","1-to-manyView Gene Tree","ENSANAG00000034000Compare Regions (KZ206464.1:738,019-761,410:-1)View Sequence Alignments","0.29262","95.10 %","94.44 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","HSPB11  (ENSAHAG00000004393)Compare Regions (PTFD01000011.1:1,047,815-1,050,197:1)View Sequence Alignments","n/a","50.35 %","49.31 %","75","92.47","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","HSPB11  (ENSAOWG00000003948)Compare Regions (PTFC01000071.1:778,300-781,034:-1)View Sequence Alignments","n/a","50.35 %","49.31 %","100","74.39","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","HSPB11  (ENSARWG00000016510)Compare Regions (PTFB01000008.1:151,194-155,158:1)View Sequence Alignments","n/a","50.35 %","49.31 %","100","74.18","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","HSPB11  (ENSBBBG00000017813)Compare Regions (KN264959.1:1,665,451-1,688,989:1)View Sequence Alignments","0.15750","90.91 %","90.28 %","100","100.00","Yes"
