"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","dnajc1  (ENSAPOG00000003910)Compare Regions (MVNR01003309.1:2,087-10,322:-1)View Sequence Alignments","n/a","51.99 %","51.81 %","0","58.21","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DNAJC1  (ENSAMEG00000006177)Compare Regions (GL192355.1:1,946,112-2,450,366:-1)View Sequence Alignments","0.22367","87.52 %","84.84 %","100","98.95","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","dnajc1  (ENSACIG00000004198)Compare Regions (CCOE01001362.1:240,392-249,102:-1)View Sequence Alignments","n/a","59.36 %","53.25 %","0","72.80","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","dnajc1  (ENSAOCG00000002225)Compare Regions (NXFZ01003250.1:99,962-106,813:1)View Sequence Alignments","n/a","58.55 %","53.79 %","0","66.42","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","dnajc1  (ENSATEG00000006756)Compare Regions (OOHO01000004.1:757,891-768,550:-1)View Sequence Alignments","n/a","56.44 %","51.44 %","0","54.95","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","DNAJC1  (ENSAPLG00000016264)Compare Regions (2:18,864,658-18,964,348:1)View Sequence Alignments","n/a","69.01 %","70.76 %","75","97.92","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","DNAJC1  (ENSACAG00000009054)Compare Regions (6:16,471,164-16,561,492:1)View Sequence Alignments","n/a","67.89 %","66.79 %","100","89.55","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","DNAJC1  (ENSABRG00000003814)Compare Regions (NXHY01000031.1:6,230,535-6,336,525:1)View Sequence Alignments","n/a","56.66 %","69.86 %","100","96.27","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","DNAJC1  (ENSANAG00000028982)Compare Regions (KZ195642.1:4,391,602-4,615,448:1)View Sequence Alignments","0.23789","95.32 %","95.49 %","75","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","DNAJC1  (ENSAHAG00000008708)Compare Regions (PTFD01000369.1:288,565-363,949:1)View Sequence Alignments","n/a","70.29 %","65.34 %","100","91.63","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","DNAJC1  (ENSAOWG00000011728)Compare Regions (PTFC01000327.1:307,795-383,716:1)View Sequence Alignments","n/a","72.41 %","66.79 %","100","91.95","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","DNAJC1  (ENSARWG00000016338)Compare Regions (PTFB01000223.1:752,623-827,350:1)View Sequence Alignments","n/a","70.68 %","65.70 %","100","91.66","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","dnajc1  (ENSACLG00000015571)Compare Regions (18:150,525-161,417:1)View Sequence Alignments","n/a","56.28 %","50.18 %","0","67.72","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","dnajc1  (ENSAMXG00000015197)Compare Regions (17:15,324,589-15,337,250:-1)View Sequence Alignments","n/a","59.46 %","56.14 %","50","51.57","Yes"
"Pachon cavefish (Astyanax mexicanus)","1-to-1View Gene Tree","dnajc1  (ENSAMXG00005000992)Compare Regions (KB871889.1:151,486-167,390:-1)View Sequence Alignments","n/a","54.63 %","54.33 %","50","48.13","Yes"
"Siamese fighting fish (Betta splendens)","1-to-1View Gene Tree","dnajc1  (ENSBSLG00000014915)Compare Regions (17:18,003,231-18,008,406:1)View Sequence Alignments","n/a","57.46 %","51.44 %","0","56.42","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","DNAJC1  (ENSBBBG00000014621)Compare Regions (KN265158.1:5,398,079-5,580,792:-1)View Sequence Alignments","n/a","71.97 %","71.84 %","100","100.00","Yes"
"Hybrid - Bos Indicus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","DNAJC1  (ENSBIXG00005022133)Compare Regions (13:60,214,215-60,397,108:1)View Sequence Alignments","0.20703","86.90 %","85.02 %","75","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","DNAJC1  (ENSBMUG00000020484)Compare Regions (JH881514.1:1,395,815-1,578,257:-1)View Sequence Alignments","n/a","81.02 %","80.14 %","50","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","DNAJC1  (ENSBTAG00000033315)Compare Regions (13:22,968,650-23,148,498:-1)View Sequence Alignments","0.20703","86.90 %","85.02 %","100","100.00","Yes"
"Hybrid - Bos Taurus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","DNAJC1  (ENSBIXG00000017187)Compare Regions (13:60,226,502-60,406,650:1)View Sequence Alignments","0.20542","86.90 %","85.02 %","75","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","dnj-2  (WBGene00001020)Compare Regions (IV:11,312,437-11,313,980:-1)View Sequence Alignments","n/a","12.46 %","7.58 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","dnj-7  (WBGene00001025)Compare Regions (X:7,194,564-7,198,291:1)View Sequence Alignments","n/a","10.39 %","9.21 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","dnj-28  (WBGene00001046)Compare Regions (I:2,996,401-3,001,382:1)View Sequence Alignments","n/a","9.92 %","8.84 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","C47A4.1  (WBGene00008122)Compare Regions (IV:13,715,906-13,716,379:-1)View Sequence Alignments","n/a","7.64 %","2.17 %","n/a","n/a","No"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","DNAJC1  (ENSCPUG00000009880)Compare Regions (KQ482098.1:2,059,308-2,143,271:1)View Sequence Alignments","n/a","72.98 %","65.34 %","75","92.84","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","DNAJC1  (ENSCPGG00000007536)Compare Regions (QJSC01017319.1:23,892-93,152:1)View Sequence Alignments","n/a","68.28 %","66.06 %","50","89.54","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","DNAJC1  (ENSCJAG00000008044)Compare Regions (NTIC01036611.1:133,710,342-133,941,866:1)View Sequence Alignments","0.21833","95.32 %","95.49 %","75","100.00","Yes"
"Elephant shark (Callorhinchus milii)","1-to-1View Gene Tree","ENSCMIG00000003971Compare Regions (KI635867.1:8,808,113-8,917,192:1)View Sequence Alignments","n/a","60.54 %","60.65 %","n/a","88.45","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","DNAJC1  (ENSCAFG00000004152)Compare Regions (2:11,126,311-11,333,591:1)View Sequence Alignments","0.25113","76.81 %","84.30 %","75","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","DNAJC1  (ENSCAFG00020026196)Compare Regions (QKWQ01001453.1:6,259,779-6,466,301:1)View Sequence Alignments","0.25113","76.81 %","84.30 %","100","100.00","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","DNAJC1  (ENSCHIG00000008531)Compare Regions (13:22,368,536-22,557,435:-1)View Sequence Alignments","0.24252","85.21 %","83.21 %","100","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","DNAJC1  (ENSTSYG00000007609)Compare Regions (KE927548.1:1,574-213,646:-1)View Sequence Alignments","0.20711","90.49 %","89.35 %","0","100.00","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","Dnajc1  (ENSCCNG00000025687)Compare Regions (MTKA01001295.1:53,516-241,151:-1)View Sequence Alignments","0.22368","87.45 %","83.03 %","25","100.00","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","DNAJC1  (ENSCAPG00000003179)Compare Regions (AVPZ01000911.1:3,569,586-3,694,406:1)View Sequence Alignments","0.37224","73.93 %","56.32 %","75","83.31","Yes"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","DNAJC1  (ENSCPOG00000012322)Compare Regions (DS562946.1:3,496,744-3,697,999:1)View Sequence Alignments","0.24621","82.41 %","77.80 %","100","100.00","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","DNAJC1  (ENSCCAG00000029084)Compare Regions (KV389882.1:357,567-576,282:1)View Sequence Alignments","0.27676","88.97 %","91.70 %","100","100.00","Yes"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","DNAJC1  (ENSCATG00000040679)Compare Regions (KQ012752.1:5,221,524-5,458,287:1)View Sequence Alignments","0.32656","94.78 %","95.13 %","75","100.00","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-1View Gene Tree","DNAJC1  (ENSCABG00000018491)Compare Regions (PKMU01001068.1:1,088,590-1,205,196:-1)View Sequence Alignments","n/a","72.55 %","66.79 %","100","93.63","Yes"
"Long-tailed chinchilla (Chinchilla lanigera)","1-to-1View Gene Tree","DNAJC1  (ENSCLAG00000006988)Compare Regions (JH721889.1:6,806,909-6,987,432:1)View Sequence Alignments","0.15185","87.31 %","74.55 %","100","97.41","Yes"
"Vervet-AGM (Chlorocebus sabaeus)","1-to-1View Gene Tree","DNAJC1  (ENSCSAG00000012486)Compare Regions (9:21,560,303-21,795,462:-1)View Sequence Alignments","0.31537","95.86 %","96.03 %","100","100.00","Yes"
"Sloth (Choloepus hoffmanni)","1-to-1View Gene Tree","DNAJC1  (ENSCHOG00000000106)Compare Regions (GeneScaffold_3658:4,531-50,255:-1)View Sequence Alignments","0.08266","89.94 %","50.00 %","0","80.21","Yes"
"Painted turtle (Chrysemys picta bellii)","1-to-1View Gene Tree","DNAJC1  (ENSCPBG00000015189)Compare Regions (KK088209.1:3,561,531-3,748,687:-1)View Sequence Alignments","n/a","70.76 %","70.76 %","100","98.56","Yes"
"Ciona intestinalis","1-to-1View Gene Tree","ENSCING00000003674Compare Regions (HT000030.1:168,435-171,636:1)View Sequence Alignments","n/a","34.65 %","31.77 %","n/a","n/a","Yes"
"Ciona savignyi","1-to-1View Gene Tree","ENSCSAVG00000003498Compare Regions (reftig_30:1,516,923-1,523,336:-1)View Sequence Alignments","n/a","39.42 %","34.30 %","n/a","7.12","Yes"
"Atlantic herring (Clupea harengus)","1-to-1View Gene Tree","dnajc1  (ENSCHAG00000026439)Compare Regions (25:8,419,863-8,426,378:-1)View Sequence Alignments","n/a","55.12 %","56.32 %","50","63.24","Yes"
