"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","mkks  (ENSAPOG00000010144)Compare Regions (MVNR01000102.1:1,220,090-1,226,414:-1)View Sequence Alignments","n/a","47.80 %","47.54 %","0","97.00","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","MKKS  (ENSAMEG00000003668)Compare Regions (GL192624.1:131,858-138,688:-1)View Sequence Alignments","0.32018","82.96 %","83.68 %","75","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","mkks  (ENSACIG00000007491)Compare Regions (CCOE01000440.1:3,462,737-3,465,077:-1)View Sequence Alignments","n/a","48.94 %","48.42 %","0","96.81","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","mkks  (ENSAOCG00000003601)Compare Regions (NXFZ01002933.1:692,674-697,281:1)View Sequence Alignments","n/a","47.09 %","46.84 %","25","97.57","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","mkks  (ENSAPEG00000023348)Compare Regions (20:14,409,278-14,415,029:1)View Sequence Alignments","n/a","47.09 %","46.84 %","0","99.66","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","mkks  (ENSATEG00000016310)Compare Regions (OOHO01000014.1:6,739,437-6,742,029:-1)View Sequence Alignments","n/a","46.48 %","46.32 %","25","97.63","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","MKKS  (ENSAPLG00000009014)Compare Regions (3:206,200-211,145:-1)View Sequence Alignments","n/a","60.07 %","60.18 %","100","99.65","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","MKKS  (ENSACAG00000001885)Compare Regions (1:134,279,725-134,296,580:1)View Sequence Alignments","n/a","58.25 %","58.25 %","100","99.20","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","MKKS  (ENSABRG00000002644)Compare Regions (NXHY01000086.1:1,274,185-1,279,173:-1)View Sequence Alignments","n/a","61.12 %","61.23 %","100","99.63","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","MKKS  (ENSANAG00000032490)Compare Regions (KZ204317.1:1,313,609-1,321,571:1)View Sequence Alignments","0.26548","95.09 %","95.09 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","MKKS  (ENSAHAG00000006301)Compare Regions (PTFD01000515.1:221,215-228,220:-1)View Sequence Alignments","n/a","59.79 %","60.00 %","100","99.95","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","MKKS  (ENSAOWG00000003747)Compare Regions (PTFC01000378.1:756,928-760,425:1)View Sequence Alignments","n/a","59.79 %","60.00 %","100","99.95","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","MKKS  (ENSARWG00000004010)Compare Regions (PTFB01000022.1:4,401,263-4,408,275:-1)View Sequence Alignments","n/a","59.44 %","59.65 %","100","99.95","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","mkks  (ENSACLG00000024744)Compare Regions (13:9,001,860-9,004,161:-1)View Sequence Alignments","n/a","48.14 %","47.72 %","50","70.62","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","mkks  (ENSAMXG00000029476)Compare Regions (APWO02000087.1:202,943-211,924:-1)View Sequence Alignments","n/a","38.93 %","40.70 %","25","63.76","Yes"
"Siamese fighting fish (Betta splendens)","1-to-1View Gene Tree","mkks  (ENSBSLG00000008889)Compare Regions (15:8,237,808-8,239,856:-1)View Sequence Alignments","n/a","46.30 %","46.14 %","50","72.26","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","MKKS  (ENSBBBG00000012573)Compare Regions (KN264745.1:2,071,566-2,079,333:1)View Sequence Alignments","0.23482","79.12 %","79.12 %","100","100.00","Yes"
"Hybrid - Bos Indicus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","MKKS  (ENSBIXG00005001030)Compare Regions (13:79,876,305-79,900,054:1)View Sequence Alignments","0.23047","79.47 %","79.47 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","MKKS  (ENSBMUG00000024678)Compare Regions (JH880271.1:555,880-567,677:-1)View Sequence Alignments","0.23245","79.30 %","79.30 %","50","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","MKKS  (ENSBTAG00000034987)Compare Regions (13:3,683,719-3,707,178:-1)View Sequence Alignments","0.23047","79.47 %","79.47 %","100","100.00","Yes"
"Hybrid - Bos Taurus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","MKKS  (ENSBIXG00000015922)Compare Regions (13:79,818,281-79,842,029:1)View Sequence Alignments","0.23047","79.47 %","79.47 %","100","100.00","Yes"
