"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","Many-to-manyView Gene Tree","dnajc3b  (ENSAPOG00000005709)Compare Regions (MVNR01000581.1:59,191-70,445:1)View Sequence Alignments","n/a","6.37 %","17.46 %","0","n/a","No"
"Spiny chromis (Acanthochromis polyacanthus)","Many-to-manyView Gene Tree","dnajc5ga  (ENSAPOG00000018107)Compare Regions (MVNR01000140.1:449,072-465,100:-1)View Sequence Alignments","n/a","40.27 %","47.09 %","75","3.21","Yes"
"Spiny chromis (Acanthochromis polyacanthus)","Many-to-manyView Gene Tree","ENSAPOG00000021051Compare Regions (MVNR01000652.1:378,521-387,515:-1)View Sequence Alignments","n/a","40.28 %","44.97 %","0","n/a","No"
"Spiny chromis (Acanthochromis polyacanthus)","Many-to-manyView Gene Tree","dnajc3a  (ENSAPOG00000022803)Compare Regions (MVNR01000092.1:289,390-305,482:-1)View Sequence Alignments","n/a","6.36 %","16.93 %","0","n/a","No"
"Midas cichlid (Amphilophus citrinellus)","Many-to-manyView Gene Tree","dnajc5ga  (ENSACIG00000004093)Compare Regions (CCOE01001504.1:366,045-369,382:-1)View Sequence Alignments","n/a","50.00 %","44.97 %","50","15.50","Yes"
"Midas cichlid (Amphilophus citrinellus)","Many-to-manyView Gene Tree","ENSACIG00000009300Compare Regions (CCOE01000109.1:311,677-316,752:1)View Sequence Alignments","n/a","39.90 %","41.80 %","0","50.67","Yes"
"Midas cichlid (Amphilophus citrinellus)","Many-to-manyView Gene Tree","dnajc3a  (ENSACIG00000019002)Compare Regions (CCOE01001278.1:404,550-417,393:1)View Sequence Alignments","n/a","5.96 %","15.87 %","0","n/a","No"
"Midas cichlid (Amphilophus citrinellus)","Many-to-manyView Gene Tree","dnajc3b  (ENSACIG00000019743)Compare Regions (CCOE01000491.1:766,523-772,392:-1)View Sequence Alignments","n/a","6.63 %","17.46 %","0","n/a","No"
"Clown anemonefish (Amphiprion ocellaris)","Many-to-manyView Gene Tree","dnajc5ga  (ENSAOCG00000006375)Compare Regions (NXFZ01001922.1:885,027-902,954:1)View Sequence Alignments","n/a","40.27 %","47.09 %","50","4.32","Yes"
"Clown anemonefish (Amphiprion ocellaris)","Many-to-manyView Gene Tree","dnajc3a  (ENSAOCG00000015293)Compare Regions (NXFZ01002403.1:265,438-280,987:-1)View Sequence Alignments","n/a","6.16 %","16.40 %","0","n/a","No"
"Clown anemonefish (Amphiprion ocellaris)","Many-to-manyView Gene Tree","ENSAOCG00000016864Compare Regions (NXFZ01003349.1:138,246-146,688:1)View Sequence Alignments","n/a","40.28 %","44.97 %","0","n/a","No"
"Clown anemonefish (Amphiprion ocellaris)","Many-to-manyView Gene Tree","dnajc3b (1 of many)  (ENSAOCG00000022132)Compare Regions (NXFZ01003729.1:54,381-61,814:1)View Sequence Alignments","n/a","6.63 %","17.46 %","0","n/a","No"
"Clown anemonefish (Amphiprion ocellaris)","Many-to-manyView Gene Tree","dnajc3b (1 of many)  (ENSAOCG00000023820)Compare Regions (NXFZ01003059.1:6,645-15,565:1)View Sequence Alignments","n/a","6.63 %","17.46 %","0","n/a","No"
"Orange clownfish (Amphiprion percula)","Many-to-manyView Gene Tree","dnajc3b  (ENSAPEG00000006454)Compare Regions (23:16,220,928-16,233,312:-1)View Sequence Alignments","n/a","6.63 %","17.46 %","0","n/a","No"
