"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","dnajc25  (ENSAPOG00000012940)Compare Regions (MVNR01002122.1:40,454-45,559:1)View Sequence Alignments","n/a","66.09 %","63.33 %","25","100.00","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DNAJC25  (ENSAMEG00000017961)Compare Regions (GL192486.1:372,633-396,610:-1)View Sequence Alignments","0.12230","93.31 %","93.06 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","dnajc25  (ENSACIG00000014751)Compare Regions (CCOE01000465.1:1,181,728-1,186,175:1)View Sequence Alignments","n/a","61.33 %","61.67 %","25","98.96","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","dnajc25  (ENSAOCG00000020151)Compare Regions (NXFZ01001933.1:194,685-201,511:-1)View Sequence Alignments","n/a","63.33 %","63.33 %","0","99.69","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","dnajc25  (ENSAPEG00000019921)Compare Regions (16:31,868,169-31,914,012:-1)View Sequence Alignments","n/a","63.33 %","63.33 %","0","99.68","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","dnajc25  (ENSATEG00000007118)Compare Regions (OOHO01000007.1:18,831,206-18,835,048:-1)View Sequence Alignments","n/a","62.09 %","62.78 %","0","98.16","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-manyView Gene Tree","ENSAPLG00000006443Compare Regions (Z:72,971,300-72,977,806:-1)View Sequence Alignments","n/a","72.41 %","75.83 %","75","95.83","Yes"
"Anole lizard (Anolis carolinensis)","1-to-manyView Gene Tree","ENSACAG00000012657Compare Regions (GL343476.1:483,464-497,588:1)View Sequence Alignments","n/a","74.52 %","74.72 %","75","95.54","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-manyView Gene Tree","ENSABRG00000014441Compare Regions (NXHY01000173.1:1,623,393-1,630,121:-1)View Sequence Alignments","n/a","73.38 %","28.33 %","75","99.04","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","DNAJC25  (ENSANAG00000033848)Compare Regions (KZ200510.1:10,005,351-10,022,473:1)View Sequence Alignments","0.07923","98.06 %","98.06 %","50","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-manyView Gene Tree","ENSAHAG00000007116Compare Regions (PTFD01000347.1:174,802-182,045:-1)View Sequence Alignments","n/a","49.72 %","25.00 %","50","84.13","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-manyView Gene Tree","ENSAOWG00000019028Compare Regions (PTFC01000292.1:1,081,161-1,086,744:-1)View Sequence Alignments","n/a","84.45 %","55.83 %","75","84.66","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","dnajc25  (ENSACLG00000003239)Compare Regions (7:35,708,769-35,713,757:-1)View Sequence Alignments","n/a","59.52 %","62.50 %","0","95.03","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-manyView Gene Tree","dnajc25  (ENSAMXG00000006972)Compare Regions (APWO02000113.1:4,385,942-4,392,507:-1)View Sequence Alignments","n/a","69.65 %","66.94 %","25","99.91","Yes"
"Pachon cavefish (Astyanax mexicanus)","1-to-manyView Gene Tree","dnajc25  (ENSAMXG00005015052)Compare Regions (KB871615.1:685,894-691,884:-1)View Sequence Alignments","n/a","69.91 %","67.78 %","25","100.00","Yes"
"Siamese fighting fish (Betta splendens)","1-to-manyView Gene Tree","dnajc25  (ENSBSLG00000013211)Compare Regions (12:12,568,383-12,570,998:-1)View Sequence Alignments","n/a","64.74 %","65.28 %","0","98.54","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","DNAJC25  (ENSBBBG00000022180)Compare Regions (KN264898.1:7,987,469-8,005,030:1)View Sequence Alignments","0.12061","91.88 %","91.11 %","100","100.00","Yes"
"Hybrid - Bos Indicus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","DNAJC25  (ENSBIXG00005001169)Compare Regions (8:101,060,718-101,081,044:1)View Sequence Alignments","0.12496","92.20 %","91.94 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","DNAJC25  (ENSBMUG00000006783)Compare Regions (JH882715.1:957,787-975,089:-1)View Sequence Alignments","0.11262","92.44 %","91.67 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","DNAJC25  (ENSBTAG00000030960)Compare Regions (8:101,055,832-101,073,360:1)View Sequence Alignments","0.12284","92.20 %","91.94 %","100","100.00","Yes"
"Hybrid - Bos Taurus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","DNAJC25  (ENSBIXG00000023182)Compare Regions (8:100,625,154-100,645,459:1)View Sequence Alignments","0.12284","92.20 %","91.94 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","dnj-2  (WBGene00001020)Compare Regions (IV:11,312,437-11,313,980:-1)View Sequence Alignments","n/a","39.17 %","36.67 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","dnj-7  (WBGene00001025)Compare Regions (X:7,194,564-7,198,291:1)View Sequence Alignments","n/a","8.96 %","12.22 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","dnj-28  (WBGene00001046)Compare Regions (I:2,996,401-3,001,382:1)View Sequence Alignments","n/a","7.69 %","10.56 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","C47A4.1  (WBGene00008122)Compare Regions (IV:13,715,906-13,716,379:-1)View Sequence Alignments","n/a","34.39 %","15.00 %","n/a","n/a","No"
"Ruff (Calidris pugnax)","1-to-manyView Gene Tree","ENSCPUG00000013709Compare Regions (KQ482352.1:1,043,521-1,051,576:-1)View Sequence Alignments","n/a","75.97 %","76.39 %","75","100.00","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-manyView Gene Tree","ENSCPGG00000012178Compare Regions (QJSC01014773.1:1,032,926-1,040,255:-1)View Sequence Alignments","n/a","70.55 %","28.61 %","75","100.00","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","DNAJC25  (ENSCJAG00000017584)Compare Regions (NTIC01000001.1:56,903,661-56,922,565:-1)View Sequence Alignments","0.09157","97.50 %","97.50 %","100","100.00","Yes"
"Elephant shark (Callorhinchus milii)","1-to-manyView Gene Tree","ENSCMIG00000009833Compare Regions (KI636019.1:483,039-488,590:-1)View Sequence Alignments","n/a","66.85 %","66.11 %","n/a","92.86","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","DNAJC25  (ENSCAFG00000003006)Compare Regions (11:66,234,583-66,261,153:1)View Sequence Alignments","0.10691","93.31 %","93.06 %","100","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","DNAJC25  (ENSCAFG00020022559)Compare Regions (QKWQ01002178.1:57,119,280-57,144,804:1)View Sequence Alignments","0.03711","97.48 %","64.44 %","100","100.00","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","DNAJC25  (ENSCHIG00000025048)Compare Regions (8:100,780,914-100,798,349:1)View Sequence Alignments","0.11995","91.09 %","90.83 %","100","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","DNAJC25  (ENSTSYG00000011179)Compare Regions (KE943878.1:357,531-377,206:1)View Sequence Alignments","0.13014","95.26 %","95.00 %","100","100.00","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","ENSCAPG00000014310Compare Regions (AVPZ01000933.1:3,732,114-3,736,621:1)View Sequence Alignments","n/a","86.49 %","44.44 %","100","79.40","No"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","DNAJC25  (ENSCPOG00000040764)Compare Regions (DS562948.1:3,718,016-3,739,793:1)View Sequence Alignments","0.14676","91.92 %","91.67 %","100","100.00","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","DNAJC25  (ENSCCAG00000024047)Compare Regions (KV389736.1:2,020,324-2,038,189:1)View Sequence Alignments","0.10755","97.50 %","97.50 %","100","100.00","Yes"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","DNAJC25  (ENSCATG00000036387)Compare Regions (KQ009526.1:11,745,566-11,766,266:-1)View Sequence Alignments","0.15191","97.50 %","97.50 %","75","100.00","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-manyView Gene Tree","ENSCABG00000002981Compare Regions (PKMU01001247.1:92,070-104,182:1)View Sequence Alignments","n/a","72.10 %","63.89 %","25","94.37","Yes"
