"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","hspa4l  (ENSAPOG00000014433)Compare Regions (MVNR01000050.1:959,874-969,031:1)View Sequence Alignments","n/a","67.55 %","66.98 %","25","61.59","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","HSPA4L  (ENSAMEG00000002604)Compare Regions (GL192894.1:875,008-925,456:1)View Sequence Alignments","0.10484","92.31 %","95.83 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","hspa4l  (ENSACIG00000024320)Compare Regions (CCOE01000631.1:1,976,201-1,985,857:1)View Sequence Alignments","n/a","68.28 %","63.89 %","25","88.20","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","hspa4l  (ENSAOCG00000006635)Compare Regions (NXFZ01003387.1:781,062-789,631:1)View Sequence Alignments","n/a","67.55 %","66.98 %","25","63.27","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","hspa4l  (ENSAPEG00000023399)Compare Regions (18:15,965,404-15,975,093:1)View Sequence Alignments","n/a","67.67 %","67.10 %","25","63.18","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","hspa4l  (ENSATEG00000021834)Compare Regions (OOHO01000014.1:31,897,361-31,904,791:1)View Sequence Alignments","n/a","65.06 %","66.15 %","25","70.15","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","HSPA4L  (ENSAPLG00000008176)Compare Regions (4:52,326,755-52,350,461:1)View Sequence Alignments","n/a","81.14 %","81.53 %","100","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","HSPA4L  (ENSACAG00000011636)Compare Regions (5:136,413,442-136,443,493:-1)View Sequence Alignments","n/a","78.59 %","78.31 %","100","99.90","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","HSPA4L  (ENSABRG00000020386)Compare Regions (NXHY01000146.1:959,318-983,117:-1)View Sequence Alignments","n/a","81.14 %","81.53 %","100","99.58","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","HSPA4L  (ENSANAG00000029426)Compare Regions (KZ204805.1:10,766,887-10,815,807:1)View Sequence Alignments","0.14828","97.26 %","97.38 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","HSPA4L  (ENSAHAG00000012656)Compare Regions (PTFD01000403.1:14,104-40,148:1)View Sequence Alignments","n/a","80.21 %","82.12 %","75","99.11","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","HSPA4L  (ENSAOWG00000002091)Compare Regions (PTFC01000460.1:14,137-40,085:1)View Sequence Alignments","n/a","81.73 %","82.12 %","75","100.00","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","HSPA4L  (ENSARWG00000011712)Compare Regions (PTFB01000372.1:51,565-77,582:1)View Sequence Alignments","n/a","81.73 %","82.12 %","100","100.00","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","hspa4l  (ENSACLG00000021609)Compare Regions (19:24,700,836-24,710,046:1)View Sequence Alignments","n/a","67.23 %","66.75 %","25","58.88","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","hspa4l  (ENSAMXG00000001742)Compare Regions (9:18,551,392-18,567,977:1)View Sequence Alignments","n/a","69.05 %","67.82 %","25","78.50","Yes"
"Pachon cavefish (Astyanax mexicanus)","1-to-1View Gene Tree","hspa4l  (ENSAMXG00005002779)Compare Regions (KB882158.1:526,372-543,344:-1)View Sequence Alignments","n/a","68.93 %","67.70 %","50","87.56","Yes"
"Siamese fighting fish (Betta splendens)","1-to-1View Gene Tree","hspa4l  (ENSBSLG00000018924)Compare Regions (22:3,241,593-3,248,020:-1)View Sequence Alignments","n/a","66.87 %","66.15 %","25","72.49","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","HSPA4L  (ENSBBBG00000009901)Compare Regions (KN265161.1:4,196,403-4,253,377:-1)View Sequence Alignments","0.09074","94.64 %","94.76 %","100","100.00","Yes"
"Hybrid - Bos Indicus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","HSPA4L  (ENSBIXG00005011258)Compare Regions (17:42,851,597-42,912,561:1)View Sequence Alignments","0.08984","77.81 %","94.87 %","100","97.76","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","HSPA4L  (ENSBMUG00000022481)Compare Regions (JH882370.1:386,820-443,398:1)View Sequence Alignments","0.08567","93.29 %","92.85 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","HSPA4L  (ENSBTAG00000015692)Compare Regions (17:29,817,687-29,876,207:-1)View Sequence Alignments","0.09139","78.48 %","94.76 %","100","97.99","Yes"
"Hybrid - Bos Taurus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","HSPA4L  (ENSBIXG00000007625)Compare Regions (17:29,551,866-29,612,788:-1)View Sequence Alignments","0.09139","77.71 %","94.76 %","100","97.74","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","hsp-70  (WBGene00002026)Compare Regions (I:9,320,325-9,322,534:-1)View Sequence Alignments","n/a","29.08 %","22.29 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","F44E5.4  (WBGene00009691)Compare Regions (II:11,757,106-11,759,323:-1)View Sequence Alignments","n/a","28.99 %","22.29 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","F44E5.5  (WBGene00009692)Compare Regions (II:11,759,640-11,761,853:1)View Sequence Alignments","n/a","28.99 %","22.29 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","hsp-110  (WBGene00016250)Compare Regions (III:8,443,917-8,446,920:-1)View Sequence Alignments","n/a","45.36 %","41.95 %","n/a","n/a","No"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","HSPA4L  (ENSCPUG00000012343)Compare Regions (KQ482237.1:11,553,176-11,579,029:-1)View Sequence Alignments","n/a","81.61 %","82.00 %","100","100.00","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","HSPA4L  (ENSCPGG00000017480)Compare Regions (QJSC01003367.1:16,146,478-16,170,999:1)View Sequence Alignments","n/a","81.61 %","82.00 %","100","100.00","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","HSPA4L  (ENSCJAG00000003450)Compare Regions (NTIC01033278.1:40,478,736-40,535,272:-1)View Sequence Alignments","0.16133","90.37 %","97.26 %","100","100.00","Yes"
"Elephant shark (Callorhinchus milii)","1-to-1View Gene Tree","ENSCMIG00000016531Compare Regions (KI636189.1:114,959-156,712:1)View Sequence Alignments","n/a","69.45 %","70.44 %","n/a","37.66","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","HSPA4L  (ENSCAFG00000003896)Compare Regions (19:13,106,044-13,156,886:-1)View Sequence Alignments","0.09430","83.23 %","95.83 %","100","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","HSPA4L  (ENSCAFG00020018407)Compare Regions (QKWQ01000159.1:6,740,809-6,790,010:1)View Sequence Alignments","n/a","95.71 %","95.83 %","100","100.00","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","HSPA4L  (ENSCHIG00000023633)Compare Regions (17:40,897,139-40,949,395:1)View Sequence Alignments","0.08849","77.81 %","94.87 %","100","97.90","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","HSPA4L  (ENSTSYG00000014517)Compare Regions (KE931899.1:33,303-80,788:-1)View Sequence Alignments","0.10552","92.41 %","88.56 %","25","99.04","Yes"
