"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","dnajc21  (ENSAPOG00000020475)Compare Regions (MVNR01000021.1:46,819-56,138:-1)View Sequence Alignments","n/a","64.13 %","55.56 %","50","76.36","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DNAJC21  (ENSAMEG00000003283)Compare Regions (GL192674.1:161,415-182,376:-1)View Sequence Alignments","0.09604","90.79 %","83.85 %","100","99.17","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","dnajc21  (ENSACIG00000016953)Compare Regions (CCOE01000438.1:80,455-90,826:-1)View Sequence Alignments","n/a","69.76 %","56.08 %","100","84.62","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","dnajc21  (ENSAOCG00000014500)Compare Regions (NXFZ01003354.1:164,278-175,570:-1)View Sequence Alignments","n/a","63.27 %","59.20 %","75","72.17","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","dnajc21  (ENSAPEG00000017159)Compare Regions (16:12,408,998-12,420,728:1)View Sequence Alignments","n/a","62.96 %","59.03 %","100","73.67","Yes"
"Climbing perch (Anabas testudineus)","Many-to-manyView Gene Tree","ENSATEG00000016592Compare Regions (OOHO01000014.1:28,810,735-28,816,713:-1)View Sequence Alignments","n/a","64.67 %","60.07 %","75","70.93","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","DNAJC21  (ENSAPLG00000006757)Compare Regions (Z:11,676,797-11,691,186:-1)View Sequence Alignments","n/a","70.28 %","65.28 %","100","82.53","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","DNAJC21  (ENSACAG00000021095)Compare Regions (GL343241.1:2,014,273-2,028,229:-1)View Sequence Alignments","n/a","69.89 %","65.28 %","100","83.49","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","DNAJC21  (ENSABRG00000004394)Compare Regions (NXHY01000199.1:433,895-446,833:-1)View Sequence Alignments","n/a","51.71 %","65.80 %","100","82.45","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","DNAJC21  (ENSANAG00000029512)Compare Regions (KZ200265.1:6,124,174-6,150,260:-1)View Sequence Alignments","0.21310","96.19 %","96.35 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","DNAJC21  (ENSAHAG00000010692)Compare Regions (PTFD01000094.1:2,171,078-2,183,683:-1)View Sequence Alignments","n/a","74.36 %","60.94 %","100","93.95","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","DNAJC21  (ENSAOWG00000008891)Compare Regions (PTFC01000051.1:3,039,189-3,052,188:-1)View Sequence Alignments","n/a","70.26 %","65.62 %","100","93.44","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","DNAJC21  (ENSARWG00000012781)Compare Regions (PTFB01000072.1:1,539,437-1,552,594:-1)View Sequence Alignments","n/a","70.26 %","65.62 %","100","89.15","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","dnajc21  (ENSACLG00000005203)Compare Regions (7:18,817,037-18,829,245:-1)View Sequence Alignments","n/a","65.28 %","59.72 %","100","77.89","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","dnajc21  (ENSAMXG00000008099)Compare Regions (14:33,492,657-33,508,468:1)View Sequence Alignments","n/a","62.89 %","58.85 %","50","69.61","Yes"
"Pachon cavefish (Astyanax mexicanus)","1-to-1View Gene Tree","dnajc21  (ENSAMXG00005016675)Compare Regions (KB882096.1:794,019-809,935:1)View Sequence Alignments","n/a","63.08 %","59.03 %","50","75.34","Yes"
"Siamese fighting fish (Betta splendens)","1-to-1View Gene Tree","dnajc21  (ENSBSLG00000007194)Compare Regions (12:6,806,135-6,809,639:1)View Sequence Alignments","n/a","62.55 %","58.85 %","100","70.13","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","DNAJC21  (ENSBBBG00000022839)Compare Regions (KN265046.1:7,580,270-7,606,676:-1)View Sequence Alignments","0.12075","89.49 %","82.81 %","100","100.00","Yes"
