"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Panda (Ailuropoda melanoleuca)","1-to-manyView Gene Tree","ENSAMEG00000018827Compare Regions (GL195344.1:41,745-43,676:1)View Sequence Alignments","0.00527","98.60 %","98.91 %","50","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","ENSACIG00000019838Compare Regions (CCOE01001172.1:114,641-115,006:1)View Sequence Alignments","n/a","66.94 %","12.64 %","0","n/a","No"
"Ma's night monkey (Aotus nancymaae)","1-to-manyView Gene Tree","ENSANAG00000024193Compare Regions (KZ204318.1:190,392-192,336:1)View Sequence Alignments","n/a","75.96 %","52.26 %","0","n/a","No"
"Little spotted kiwi (Apteryx owenii)","1-to-manyView Gene Tree","ENSAOWG00000016892Compare Regions (PTFC01000058.1:3,007,331-3,017,228:1)View Sequence Alignments","n/a","52.63 %","48.36 %","0","n/a","No"
"Pachon cavefish (Astyanax mexicanus)","1-to-manyView Gene Tree","ENSAMXG00005008611Compare Regions (KB871805.1:46,793-47,497:-1)View Sequence Alignments","n/a","76.38 %","15.13 %","50","n/a","No"
"Hybrid - Bos Indicus (Bos indicus x Bos taurus)","1-to-manyView Gene Tree","ENSBIXG00005006512Compare Regions (23:28,418,007-28,431,012:-1)View Sequence Alignments","0.00633","97.09 %","98.91 %","100","100.00","Yes"
"Wild yak (Bos mutus)","Many-to-manyView Gene Tree","ENSBMUG00000004299Compare Regions (JH884817.1:1-1,800:1)View Sequence Alignments","0.00446","85.64 %","80.03 %","25","97.08","Yes"
"Wild yak (Bos mutus)","Many-to-manyView Gene Tree","ENSBMUG00000004330Compare Regions (JH884817.1:10,999-13,187:1)View Sequence Alignments","0.00559","98.74 %","97.50 %","50","4.18","No"
"Cow (Bos taurus)","1-to-manyView Gene Tree","HSPA1A  (ENSBTAG00000025441)Compare Regions (23:27,520,317-27,522,790:-1)View Sequence Alignments","0.00790","86.27 %","86.27 %","100","100.00","Yes"
"Hybrid - Bos Taurus (Bos indicus x Bos taurus)","1-to-manyView Gene Tree","ENSBIXG00000006207Compare Regions (23:25,206,315-25,219,329:1)View Sequence Alignments","0.00723","88.53 %","98.75 %","75","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","hsp-70  (WBGene00002026)Compare Regions (I:9,320,325-9,322,534:-1)View Sequence Alignments","n/a","67.03 %","67.24 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","F44E5.4  (WBGene00009691)Compare Regions (II:11,757,106-11,759,323:-1)View Sequence Alignments","n/a","68.22 %","68.64 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","F44E5.5  (WBGene00009692)Compare Regions (II:11,759,640-11,761,853:1)View Sequence Alignments","n/a","68.22 %","68.64 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","hsp-110  (WBGene00016250)Compare Regions (III:8,443,917-8,446,920:-1)View Sequence Alignments","n/a","23.45 %","28.39 %","n/a","n/a","No"
"Marmoset (Callithrix jacchus)","1-to-manyView Gene Tree","ENSCJAG00000002565Compare Regions (NTIC01022223.1:136,000,553-136,002,400:1)View Sequence Alignments","n/a","82.93 %","79.56 %","0","98.05","Yes"
"Elephant shark (Callorhinchus milii)","1-to-manyView Gene Tree","ENSCMIG00000001835Compare Regions (AAVX02051359.1:3,116-3,715:1)View Sequence Alignments","n/a","88.03 %","16.07 %","n/a","n/a","No"
"Dog (Canis lupus familiaris)","1-to-manyView Gene Tree","ENSCAFG00000000641Compare Regions (12:1,284,465-1,300,710:1)View Sequence Alignments","0.00563","90.70 %","98.91 %","75","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-manyView Gene Tree","ENSCAFG00020020814Compare Regions (QKWQ01001619.1:1,279,127-1,294,415:1)View Sequence Alignments","0.00563","93.79 %","98.91 %","75","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-manyView Gene Tree","ENSTSYG00000034529Compare Regions (KE946350.1:411-2,335:1)View Sequence Alignments","0.00917","98.53 %","73.01 %","50","100.00","Yes"
