"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","sacs  (ENSAPOG00000012936)Compare Regions (MVNR01000285.1:515,535-544,457:1)View Sequence Alignments","n/a","71.32 %","70.43 %","75","97.90","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","SACS  (ENSAMEG00000014115)Compare Regions (GL192772.1:159,734-204,091:-1)View Sequence Alignments","0.05766","95.52 %","95.44 %","75","99.95","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","sacs  (ENSACIG00000022919)Compare Regions (CCOE01000725.1:153,881-174,536:-1)View Sequence Alignments","n/a","70.69 %","70.67 %","25","98.12","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","sacs  (ENSAOCG00000024107)Compare Regions (NXFZ01006115.1:901,628-922,303:1)View Sequence Alignments","n/a","70.51 %","70.60 %","75","97.24","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","sacs  (ENSAPEG00000021169)Compare Regions (9:14,013,588-14,034,299:1)View Sequence Alignments","n/a","70.69 %","70.67 %","75","97.31","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","sacs  (ENSATEG00000001324)Compare Regions (OOHO01000021.1:12,164,933-12,184,373:-1)View Sequence Alignments","n/a","70.60 %","70.50 %","75","98.26","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","SACS  (ENSAPLG00000012626)Compare Regions (1:138,822,928-138,881,290:-1)View Sequence Alignments","n/a","84.84 %","85.04 %","100","99.84","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","SACS  (ENSACAG00000003045)Compare Regions (3:188,598,418-188,669,993:-1)View Sequence Alignments","n/a","82.77 %","83.01 %","100","99.77","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","SACS  (ENSABRG00000020379)Compare Regions (NXHY01000067.1:3,977,340-4,017,074:1)View Sequence Alignments","n/a","85.20 %","84.60 %","100","99.66","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","SACS  (ENSANAG00000035314)Compare Regions (KZ196972.1:1,084,006-1,158,798:1)View Sequence Alignments","0.08725","97.67 %","98.10 %","75","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","SACS  (ENSAHAG00000013272)Compare Regions (PTFD01000541.1:157,485-185,414:-1)View Sequence Alignments","n/a","85.78 %","84.34 %","75","99.01","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","SACS  (ENSAOWG00000011717)Compare Regions (PTFC01000950.1:157,301-193,770:-1)View Sequence Alignments","n/a","85.00 %","85.26 %","25","99.81","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","SACS  (ENSARWG00000010651)Compare Regions (PTFB01000234.1:1,175,598-1,210,272:1)View Sequence Alignments","n/a","85.31 %","85.22 %","75","99.93","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","sacs  (ENSACLG00000001990)Compare Regions (14:23,997,890-24,019,625:-1)View Sequence Alignments","n/a","70.47 %","70.47 %","75","97.96","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","sacs  (ENSAMXG00000015179)Compare Regions (1:12,708,171-12,751,787:1)View Sequence Alignments","n/a","70.18 %","70.58 %","75","97.95","Yes"
"Pachon cavefish (Astyanax mexicanus)","1-to-1View Gene Tree","sacs  (ENSAMXG00005014819)Compare Regions (KB871806.1:517,139-552,094:1)View Sequence Alignments","n/a","70.39 %","70.56 %","75","99.15","Yes"
"Siamese fighting fish (Betta splendens)","1-to-1View Gene Tree","sacs  (ENSBSLG00000002286)Compare Regions (13:12,903,806-12,922,458:1)View Sequence Alignments","n/a","70.22 %","70.43 %","75","97.97","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","SACS  (ENSBBBG00000013206)Compare Regions (KN265014.1:1,927,365-1,972,942:-1)View Sequence Alignments","n/a","90.60 %","88.60 %","100","99.72","Yes"
"Hybrid - Bos Indicus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","SACS  (ENSBIXG00005008362)Compare Regions (12:34,325,106-34,389,118:1)View Sequence Alignments","n/a","90.47 %","90.63 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","ENSBMUG00000019681Compare Regions (JH880448.1:2,923-10,641:-1)View Sequence Alignments","n/a","50.99 %","1.68 %","50","43.95","No"
"Cow (Bos taurus)","1-to-1View Gene Tree","SACS  (ENSBTAG00000001867)Compare Regions (12:34,588,236-34,668,349:1)View Sequence Alignments","n/a","90.63 %","90.61 %","100","100.00","Yes"
"Hybrid - Bos Taurus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","SACS  (ENSBIXG00000030079)Compare Regions (12:34,483,878-34,547,934:1)View Sequence Alignments","n/a","90.34 %","90.65 %","100","100.00","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","SACS  (ENSCPUG00000014726)Compare Regions (KQ483357.1:25,427,375-25,454,043:1)View Sequence Alignments","n/a","85.30 %","82.73 %","100","99.39","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","SACS  (ENSCPGG00000018631)Compare Regions (QJSC01020456.1:995,963-1,023,271:-1)View Sequence Alignments","n/a","85.30 %","82.73 %","100","99.39","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","SACS  (ENSCJAG00000018745)Compare Regions (NTIC01034389.1:146,484,735-146,560,737:1)View Sequence Alignments","0.07181","98.27 %","98.27 %","100","100.00","Yes"
"Elephant shark (Callorhinchus milii)","1-to-manyView Gene Tree","ENSCMIG00000009915Compare Regions (KI635935.1:2,515,987-2,554,607:1)View Sequence Alignments","n/a","64.17 %","11.62 %","n/a","95.61","No"
"Elephant shark (Callorhinchus milii)","1-to-manyView Gene Tree","ENSCMIG00000009921Compare Regions (KI635935.1:2,554,931-2,557,982:1)View Sequence Alignments","n/a","72.83 %","11.71 %","n/a","92.05","No"
"Elephant shark (Callorhinchus milii)","1-to-manyView Gene Tree","ENSCMIG00000009925Compare Regions (KI635935.1:2,563,041-2,564,963:1)View Sequence Alignments","n/a","80.94 %","11.31 %","n/a","92.05","No"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","SACS  (ENSCAFG00000007146)Compare Regions (25:15,207,839-15,296,078:1)View Sequence Alignments","0.05631","95.37 %","95.00 %","100","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","SACS  (ENSCAFG00020025414)Compare Regions (QKWQ01001821.1:15,359,069-15,409,616:1)View Sequence Alignments","0.05701","95.36 %","95.52 %","100","99.86","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","SACS  (ENSCHIG00000021941)Compare Regions (12:52,091,251-52,155,614:-1)View Sequence Alignments","n/a","90.39 %","90.63 %","100","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","SACS  (ENSTSYG00000036735)Compare Regions (KE950293.1:182,572-248,213:-1)View Sequence Alignments","0.05018","94.19 %","94.21 %","25","100.00","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","ENSCCNG00000005407Compare Regions (MTKA01004753.1:17,374-86,262:-1)View Sequence Alignments","0.07253","94.56 %","94.56 %","0","100.00","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","SACS  (ENSCAPG00000011053)Compare Regions (AVPZ01000667.1:26,205,163-26,246,553:-1)View Sequence Alignments","0.06546","89.52 %","88.75 %","100","96.71","Yes"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","SACS  (ENSCPOG00000038995)Compare Regions (DS562861.1:26,218,174-26,261,856:-1)View Sequence Alignments","0.06248","93.28 %","92.53 %","100","99.50","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","SACS  (ENSCCAG00000013178)Compare Regions (KV389962.1:58,783-157,652:-1)View Sequence Alignments","0.07821","98.23 %","98.23 %","75","100.00","Yes"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","SACS  (ENSCATG00000038984)Compare Regions (KQ010153.1:929,417-978,126:1)View Sequence Alignments","0.11061","98.31 %","98.08 %","100","99.74","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-1View Gene Tree","SACS  (ENSCABG00000002822)Compare Regions (PKMU01009967.1:842,572-938,803:1)View Sequence Alignments","n/a","85.65 %","85.91 %","50","99.77","Yes"
"Long-tailed chinchilla (Chinchilla lanigera)","1-to-1View Gene Tree","SACS  (ENSCLAG00000005183)Compare Regions (JH721957.1:3,706,882-3,754,663:-1)View Sequence Alignments","0.06199","93.80 %","93.75 %","100","99.43","Yes"
"Vervet-AGM (Chlorocebus sabaeus)","1-to-1View Gene Tree","SACS  (ENSCSAG00000018044)Compare Regions (3:3,216,397-3,323,754:-1)View Sequence Alignments","0.09823","98.71 %","98.71 %","100","100.00","Yes"
"Painted turtle (Chrysemys picta bellii)","1-to-1View Gene Tree","SACS  (ENSCPBG00000010347)Compare Regions (KK083172.1:125,046-223,067:-1)View Sequence Alignments","n/a","85.73 %","85.78 %","75","99.77","Yes"
"Atlantic herring (Clupea harengus)","1-to-1View Gene Tree","sacs  (ENSCHAG00000021466)Compare Regions (9:24,119,090-24,135,389:1)View Sequence Alignments","n/a","71.44 %","60.14 %","75","91.73","Yes"
"Angola colobus (Colobus angolensis palliatus)","1-to-1View Gene Tree","SACS  (ENSCANG00000043463)Compare Regions (KN979530.1:4,515,908-4,555,925:1)View Sequence Alignments","0.11782","98.48 %","97.69 %","100","99.54","Yes"
"Channel bull blenny (Cottoperca gobio)","1-to-1View Gene Tree","ENSCGOG00000013463Compare Regions (13:4,377,618-4,384,121:1)View Sequence Alignments","n/a","65.18 %","11.16 %","75","94.59","No"
"Japanese quail (Coturnix japonica)","1-to-1View Gene Tree","SACS  (ENSCJPG00005001232)Compare Regions (1:158,848,994-158,882,875:1)View Sequence Alignments","n/a","84.65 %","84.67 %","100","99.85","Yes"
"Chinese hamster CHOK1GS (Cricetulus griseus)","1-to-1View Gene Tree","ENSCGRG00001022048Compare Regions (scaffold_10:7,220,449-7,300,712:1)View Sequence Alignments","0.06342","93.70 %","93.86 %","75","99.93","Yes"
"Chinese hamster CriGri (Cricetulus griseus)","1-to-1View Gene Tree","ENSCGRG00000008163Compare Regions (JH000218.1:313,434-351,604:-1)View Sequence Alignments","0.06345","93.71 %","93.03 %","75","99.35","Yes"
"Chinese hamster PICR (Cricetulus griseus)","1-to-1View Gene Tree","ENSCGRG00015011260Compare Regions (RAZU01001829.1:17,561,110-17,661,037:-1)View Sequence Alignments","0.06254","93.80 %","93.91 %","75","100.00","Yes"
"Australian saltwater crocodile (Crocodylus porosus)","1-to-1View Gene Tree","SACS  (ENSCPRG00005012958)Compare Regions (MDVP01000028.1:168,930,943-169,010,175:1)View Sequence Alignments","n/a","85.99 %","84.58 %","100","99.39","Yes"
"Blue tit (Cyanistes caeruleus)","1-to-1View Gene Tree","SACS  (ENSCCEG00000023809)Compare Regions (PDCF01000003.1:30,263,929-30,291,824:1)View Sequence Alignments","n/a","85.11 %","82.38 %","100","99.39","Yes"
"Tongue sole (Cynoglossus semilaevis)","1-to-manyView Gene Tree","ENSCSEG00000002124Compare Regions (4:1,063,638-1,068,318:1)View Sequence Alignments","n/a","62.18 %","9.48 %","50","52.24","No"
"Tongue sole (Cynoglossus semilaevis)","1-to-manyView Gene Tree","sacs  (ENSCSEG00000002339)Compare Regions (4:1,735,133-1,749,144:-1)View Sequence Alignments","n/a","70.04 %","59.27 %","25","91.63","Yes"
"Sheepshead minnow (Cyprinodon variegatus)","1-to-1View Gene Tree","sacs  (ENSCVAG00000010071)Compare Regions (KL653668.1:135,031-163,274:-1)View Sequence Alignments","n/a","69.93 %","69.93 %","50","98.10","Yes"
"Zebrafish (Danio rerio)","1-to-1View Gene Tree","sacs  (ENSDARG00000091042)Compare Regions (15:9,367,101-9,421,481:-1)View Sequence Alignments","n/a","70.14 %","70.12 %","25","97.04","Yes"
"Armadillo (Dasypus novemcinctus)","1-to-1View Gene Tree","SACS  (ENSDNOG00000035220)Compare Regions (JH564960.1:653,223-693,273:-1)View Sequence Alignments","0.07562","93.29 %","90.74 %","75","98.83","Yes"
"Denticle herring (Denticeps clupeoides)","1-to-1View Gene Tree","sacs  (ENSDCDG00000034600)Compare Regions (19:4,288,957-4,311,300:1)View Sequence Alignments","n/a","69.81 %","70.04 %","75","99.00","Yes"
"Kangaroo rat (Dipodomys ordii)","1-to-1View Gene Tree","Sacs  (ENSDORG00000027871)Compare Regions (KN672347.1:30,570,303-30,655,763:-1)View Sequence Alignments","0.05886","94.15 %","94.17 %","100","100.00","Yes"
"Emu (Dromaius novaehollandiae)","1-to-1View Gene Tree","SACS  (ENSDNVG00000008791)Compare Regions (PTEY01000039.1:4,215,312-4,315,672:1)View Sequence Alignments","n/a","85.18 %","85.22 %","100","99.85","Yes"
"Lesser hedgehog tenrec (Echinops telfairi)","1-to-1View Gene Tree","SACS  (ENSETEG00000006763)Compare Regions (GeneScaffold_5095:1,582-53,904:-1)View Sequence Alignments","n/a","82.29 %","82.31 %","0","96.03","Yes"
"Electric eel (Electrophorus electricus)","1-to-manyView Gene Tree","ENSEEEG00000020406Compare Regions (RBHW02000179.1:547,559-557,468:1)View Sequence Alignments","n/a","64.81 %","10.70 %","50","94.60","No"
"Electric eel (Electrophorus electricus)","1-to-manyView Gene Tree","ENSEEEG00000020409Compare Regions (RBHW02000179.1:558,432-561,569:1)View Sequence Alignments","n/a","70.91 %","11.44 %","50","92.05","No"
"Electric eel (Electrophorus electricus)","1-to-manyView Gene Tree","ENSEEEG00000020411Compare Regions (RBHW02000179.1:566,856-568,769:1)View Sequence Alignments","n/a","82.42 %","11.47 %","25","92.05","No"
"Hagfish (Eptatretus burgeri)","1-to-1View Gene Tree","sacs  (ENSEBUG00000003271)Compare Regions (FYBX02010348.1:717,130-801,092:1)View Sequence Alignments","n/a","49.84 %","50.08 %","n/a","94.33","Yes"
"Donkey (Equus asinus asinus)","1-to-1View Gene Tree","SACS  (ENSEASG00005022774)Compare Regions (PSZQ01002137.1:13,701,289-13,770,468:1)View Sequence Alignments","0.07256","94.53 %","94.67 %","100","100.00","Yes"
"Horse (Equus caballus)","1-to-1View Gene Tree","SACS  (ENSECAG00000000755)Compare Regions (17:4,027,026-4,097,414:-1)View Sequence Alignments","0.07046","94.61 %","94.76 %","100","100.00","Yes"
"Hedgehog (Erinaceus europaeus)","1-to-1View Gene Tree","SACS  (ENSEEUG00000000598)Compare Regions (GeneScaffold_5236:7,884-70,189:-1)View Sequence Alignments","n/a","87.92 %","87.77 %","0","95.77","Yes"
"Reedfish (Erpetoichthys calabaricus)","1-to-1View Gene Tree","ENSECRG00000008481Compare Regions (4:56,408,072-56,475,892:1)View Sequence Alignments","n/a","72.82 %","72.55 %","100","98.10","Yes"
"Northern pike (Esox lucius)","1-to-1View Gene Tree","sacs  (ENSELUG00000018309)Compare Regions (LG01:23,166,027-23,219,467:1)View Sequence Alignments","n/a","70.40 %","70.63 %","75","98.17","Yes"
"Cat (Felis catus)","1-to-1View Gene Tree","SACS  (ENSFCAG00000028276)Compare Regions (A1:3,980,459-4,066,568:-1)View Sequence Alignments","0.05489","94.89 %","94.87 %","100","100.00","Yes"
"Flycatcher (Ficedula albicollis)","1-to-1View Gene Tree","SACS  (ENSFALG00000008700)Compare Regions (JH603207.1:6,592,611-6,624,482:1)View Sequence Alignments","n/a","84.63 %","84.65 %","100","99.86","Yes"
"Damara mole rat (Fukomys damarensis)","1-to-1View Gene Tree","SACS  (ENSFDAG00000021227)Compare Regions (KN124107.1:973,464-1,020,838:1)View Sequence Alignments","0.07295","94.28 %","91.48 %","100","99.49","Yes"
"Mummichog (Fundulus heteroclitus)","1-to-1View Gene Tree","sacs  (ENSFHEG00000015368)Compare Regions (KN805674.1:364,974-389,044:-1)View Sequence Alignments","n/a","70.25 %","70.23 %","75","99.09","Yes"
"Cod (Gadus morhua)","1-to-1View Gene Tree","sacs  (ENSGMOG00000008699)Compare Regions (GeneScaffold_4430:4,276-24,527:-1)View Sequence Alignments","n/a","69.95 %","69.84 %","50","99.23","Yes"
"Chicken (Gallus gallus)","1-to-1View Gene Tree","SACS  (ENSGALG00000017120)Compare Regions (1:178,932,916-178,982,063:1)View Sequence Alignments","n/a","84.46 %","84.65 %","100","99.85","Yes"
"Western mosquitofish (Gambusia affinis)","1-to-1View Gene Tree","sacs  (ENSGAFG00000001579)Compare Regions (NHOQ01001971.1:4,053,319-4,076,568:-1)View Sequence Alignments","n/a","70.47 %","70.47 %","75","97.44","Yes"
"Stickleback (Gasterosteus aculeatus)","1-to-1View Gene Tree","sacs  (ENSGACG00000006866)Compare Regions (groupI:4,139,700-4,159,247:-1)View Sequence Alignments","n/a","69.99 %","69.99 %","75","98.11","Yes"
"Agassiz's desert tortoise (Gopherus agassizii)","1-to-manyView Gene Tree","ENSGAGG00000011482Compare Regions (PPEB01002543.1:3,439-60,880:1)View Sequence Alignments","n/a","86.26 %","83.66 %","25","98.77","Yes"
"Agassiz's desert tortoise (Gopherus agassizii)","1-to-manyView Gene Tree","ENSGAGG00000012174Compare Regions (PPEB01001345.1:321,088-347,365:1)View Sequence Alignments","n/a","65.77 %","1.59 %","25","50.54","No"
"Gorilla (Gorilla gorilla gorilla)","1-to-1View Gene Tree","SACS  (ENSGGOG00000016425)Compare Regions (13:4,918,485-5,021,753:-1)View Sequence Alignments","0.18310","99.72 %","99.72 %","100","100.00","Yes"
"Blunt-snouted clingfish (Gouania willdenowi)","1-to-1View Gene Tree","sacs  (ENSGWIG00000003688)Compare Regions (13:24,863,768-24,892,259:1)View Sequence Alignments","n/a","68.97 %","69.08 %","75","98.01","Yes"
"Burton's mouthbrooder (Haplochromis burtoni)","1-to-1View Gene Tree","sacs  (ENSHBUG00000003826)Compare Regions (JH425407.1:1,703,898-1,728,126:-1)View Sequence Alignments","n/a","70.47 %","70.47 %","75","97.96","Yes"
"Naked mole-rat female (Heterocephalus glaber)","1-to-1View Gene Tree","SACS  (ENSHGLG00000014610)Compare Regions (JH602089.1:14,290,198-14,460,046:1)View Sequence Alignments","0.07865","94.37 %","94.41 %","100","100.00","Yes"
"Naked mole-rat male (Heterocephalus glaber)","1-to-1View Gene Tree","SACS  (ENSHGLG00100010350)Compare Regions (JH166109.1:2,721,830-2,881,512:1)View Sequence Alignments","0.07819","94.13 %","94.26 %","75","100.00","Yes"
"Tiger tail seahorse (Hippocampus comes)","1-to-1View Gene Tree","sacs  (ENSHCOG00000011214)Compare Regions (KV879834.1:742,721-759,884:1)View Sequence Alignments","n/a","69.28 %","68.55 %","75","98.65","Yes"
"Huchen (Hucho hucho)","1-to-manyView Gene Tree","ENSHHUG00000001864Compare Regions (QNTS01000182.1:4,135-22,846:1)View Sequence Alignments","n/a","63.40 %","10.02 %","25","2.01","No"
"Huchen (Hucho hucho)","1-to-manyView Gene Tree","ENSHHUG00000001868Compare Regions (QNTS01000182.1:28,838-31,691:1)View Sequence Alignments","n/a","72.76 %","10.26 %","25","n/a","No"
"Huchen (Hucho hucho)","1-to-manyView Gene Tree","sacs  (ENSHHUG00000034855)Compare Regions (QNTS01001654.1:210,858-228,317:1)View Sequence Alignments","n/a","70.96 %","70.08 %","50","98.12","Yes"
"Channel catfish (Ictalurus punctatus)","1-to-1View Gene Tree","sacs  (ENSIPUG00000021608)Compare Regions (17:10,852,731-10,878,550:1)View Sequence Alignments","n/a","70.02 %","70.15 %","75","99.03","Yes"
"Squirrel (Ictidomys tridecemlineatus)","1-to-1View Gene Tree","SACS  (ENSSTOG00000026217)Compare Regions (JH393498.1:1,987,054-2,079,173:1)View Sequence Alignments","0.05610","95.71 %","95.94 %","75","100.00","Yes"
"Lesser Egyptian jerboa (Jaculus jaculus)","1-to-1View Gene Tree","ENSJJAG00000016773Compare Regions (JH725585.1:1,865,973-1,940,180:1)View Sequence Alignments","0.06447","93.82 %","93.84 %","100","99.98","Yes"
"Dark-eyed junco (Junco hyemalis)","1-to-1View Gene Tree","SACS  (ENSJHYG00000006288)Compare Regions (QZWM01000963.1:44,395,252-44,430,536:-1)View Sequence Alignments","n/a","84.24 %","84.65 %","100","99.63","Yes"
"Mangrove rivulus (Kryptolebias marmoratus)","1-to-1View Gene Tree","sacs  (ENSKMAG00000000970)Compare Regions (LWHD01000052.1:992,338-1,019,118:1)View Sequence Alignments","n/a","70.22 %","70.39 %","75","98.41","Yes"
"Ballan wrasse (Labrus bergylta)","1-to-manyView Gene Tree","ENSLBEG00000012942Compare Regions (FKLU01000188.1:762,197-769,114:1)View Sequence Alignments","n/a","63.50 %","9.91 %","50","52.23","No"
"Ballan wrasse (Labrus bergylta)","1-to-manyView Gene Tree","sacs  (ENSLBEG00000012985)Compare Regions (FKLU01000188.1:778,371-790,316:1)View Sequence Alignments","n/a","74.45 %","46.19 %","75","92.06","Yes"
"Large yellow croaker (Larimichthys crocea)","1-to-1View Gene Tree","sacs  (ENSLCRG00005009399)Compare Regions (VII:11,306,564-11,326,964:1)View Sequence Alignments","n/a","70.23 %","70.39 %","75","97.34","Yes"
"Barramundi perch (Lates calcarifer)","1-to-1View Gene Tree","sacs  (ENSLCAG00010026232)Compare Regions (CYIF01000459.1:27,740-51,362:1)View Sequence Alignments","n/a","70.73 %","70.87 %","50","98.12","Yes"
"Coelacanth (Latimeria chalumnae)","1-to-1View Gene Tree","SACS  (ENSLACG00000003831)Compare Regions (JH126629.1:98,420-178,526:-1)View Sequence Alignments","n/a","77.25 %","77.20 %","50","98.12","Yes"
"Blue-crowned manakin (Lepidothrix coronata)","1-to-1View Gene Tree","SACS  (ENSLCOG00000005929)Compare Regions (KV388286.1:936,592-970,270:1)View Sequence Alignments","n/a","84.55 %","84.71 %","100","99.89","Yes"
"Spotted gar (Lepisosteus oculatus)","1-to-1View Gene Tree","sacs  (ENSLOCG00000001682)Compare Regions (LG3:1,133,217-1,166,855:1)View Sequence Alignments","n/a","72.75 %","72.92 %","100","98.52","Yes"
"Bengalese finch (Lonchura striata domestica)","1-to-1View Gene Tree","SACS_1  (ENSLSDG00000013580)Compare Regions (MUZQ01000199.1:691,110-745,481:-1)View Sequence Alignments","n/a","84.96 %","84.97 %","100","99.85","Yes"
"Elephant (Loxodonta africana)","1-to-1View Gene Tree","SACS  (ENSLAFG00000007674)Compare Regions (scaffold_29:8,419,089-8,502,405:-1)View Sequence Alignments","0.06848","94.23 %","94.10 %","100","99.94","Yes"
"Crab-eating macaque (Macaca fascicularis)","1-to-1View Gene Tree","SACS  (ENSMFAG00000003244)Compare Regions (17:3,739,937-3,849,531:-1)View Sequence Alignments","0.10214","96.75 %","98.71 %","100","100.00","Yes"
"Macaque (Macaca mulatta)","1-to-1View Gene Tree","SACS  (ENSMMUG00000001292)Compare Regions (17:3,268,281-3,358,646:-1)View Sequence Alignments","0.09667","98.56 %","98.76 %","100","100.00","Yes"
"Pig-tailed macaque (Macaca nemestrina)","1-to-1View Gene Tree","SACS  (ENSMNEG00000038373)Compare Regions (KQ005265.1:17,465,027-17,572,886:1)View Sequence Alignments","0.10306","98.41 %","98.62 %","100","99.97","Yes"
"Golden-collared manakin (Manacus vitellinus)","1-to-manyView Gene Tree","ENSMVIG00005000524Compare Regions (MCBO02000257.1:15,782,564-15,801,669:-1)View Sequence Alignments","n/a","85.21 %","81.52 %","100","97.83","Yes"
"Golden-collared manakin (Manacus vitellinus)","1-to-manyView Gene Tree","ENSMVIG00005003393Compare Regions (MCBO02008883.1:1,411-17,138:-1)View Sequence Alignments","n/a","77.57 %","13.52 %","0","n/a","No"
