"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","CLPB  (ENSAPOG00000002293)Compare Regions (MVNR01000397.1:358,126-393,332:1)View Sequence Alignments","n/a","62.63 %","59.97 %","75","60.29","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","CLPB  (ENSAMEG00000005592)Compare Regions (GL193559.1:402,575-537,692:1)View Sequence Alignments","0.13376","92.22 %","92.22 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","CLPB  (ENSACIG00000008875)Compare Regions (CCOE01001334.1:628,524-647,299:1)View Sequence Alignments","n/a","81.41 %","35.93 %","75","78.63","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","CLPB  (ENSAOCG00000007353)Compare Regions (NXFZ01003517.1:16,580-50,818:-1)View Sequence Alignments","n/a","62.63 %","59.97 %","25","65.00","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","CLPB  (ENSAPEG00000017558)Compare Regions (9:10,436,933-10,472,194:-1)View Sequence Alignments","n/a","62.78 %","60.11 %","75","65.00","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","CLPB  (ENSATEG00000006300)Compare Regions (OOHO01000021.1:14,546,602-14,556,392:1)View Sequence Alignments","n/a","71.16 %","38.05 %","75","62.61","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-manyView Gene Tree","ENSAPLG00000016987Compare Regions (PEDO01015649.1:44-5,583:-1)View Sequence Alignments","n/a","75.86 %","24.89 %","0","49.63","No"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-manyView Gene Tree","ENSAPLG00000024675Compare Regions (PEDO01016332.1:1,146-47,673:-1)View Sequence Alignments","n/a","45.75 %","27.44 %","0","33.33","No"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","CLPB  (ENSACAG00000008072)Compare Regions (GL343897.1:13,080-125,101:1)View Sequence Alignments","n/a","77.12 %","62.94 %","0","77.00","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","CLPB  (ENSABRG00000002816)Compare Regions (NXHY01000451.1:119,823-200,676:1)View Sequence Alignments","n/a","67.25 %","65.63 %","25","76.11","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","CLPB  (ENSANAG00000032809)Compare Regions (KZ202344.1:1,965,165-2,107,106:1)View Sequence Alignments","0.33502","92.58 %","88.26 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","CLPB  (ENSAHAG00000019049)Compare Regions (PTFD01001363.1:15,630-108,471:-1)View Sequence Alignments","n/a","76.39 %","68.18 %","25","80.85","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","CLPB  (ENSAOWG00000005843)Compare Regions (PTFC01000387.1:15,856-93,658:-1)View Sequence Alignments","n/a","76.82 %","67.04 %","50","80.51","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","CLPB  (ENSARWG00000014859)Compare Regions (PTFB01000499.1:30,983-123,864:-1)View Sequence Alignments","n/a","76.83 %","68.46 %","75","80.91","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","CLPB  (ENSACLG00000007797)Compare Regions (14:27,660,929-27,708,425:1)View Sequence Alignments","n/a","61.39 %","58.70 %","75","60.40","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","CLPB  (ENSAMXG00000043101)Compare Regions (1:21,824,899-21,893,250:1)View Sequence Alignments","n/a","65.86 %","61.67 %","75","69.71","Yes"
"Pachon cavefish (Astyanax mexicanus)","1-to-1View Gene Tree","CLPB  (ENSAMXG00005003100)Compare Regions (KB882110.1:317,792-381,277:-1)View Sequence Alignments","n/a","66.01 %","61.81 %","75","69.64","Yes"
"Siamese fighting fish (Betta splendens)","1-to-1View Gene Tree","CLPB  (ENSBSLG00000013431)Compare Regions (13:11,049,519-11,070,904:-1)View Sequence Alignments","n/a","62.96 %","60.11 %","75","70.07","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","CLPB  (ENSBBBG00000012470)Compare Regions (KN264999.1:983,470-1,126,669:-1)View Sequence Alignments","0.11766","91.94 %","91.94 %","100","100.00","Yes"
"Hybrid - Bos Indicus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","CLPB  (ENSBIXG00005026019)Compare Regions (15:32,038,667-32,185,994:1)View Sequence Alignments","0.11387","92.08 %","92.08 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","CLPB  (ENSBMUG00000018178)Compare Regions (JH880908.1:197,634-339,744:-1)View Sequence Alignments","0.11828","91.94 %","91.94 %","75","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","CLPB  (ENSBTAG00000001280)Compare Regions (15:51,880,779-52,022,991:-1)View Sequence Alignments","0.10061","92.32 %","88.40 %","100","100.00","Yes"
"Hybrid - Bos Taurus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","CLPB  (ENSBIXG00000017088)Compare Regions (15:51,969,049-52,116,390:-1)View Sequence Alignments","0.11008","92.08 %","92.08 %","100","100.00","Yes"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","ENSCPUG00000014606Compare Regions (KQ482357.1:6-82,813:-1)View Sequence Alignments","n/a","65.66 %","45.97 %","0","47.65","No"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","CLPB  (ENSCPGG00000000354)Compare Regions (QJSC01001337.1:13,492-22,333:-1)View Sequence Alignments","n/a","86.82 %","38.19 %","0","69.63","Yes"
