"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","ENSAPOG00000016385Compare Regions (MVNR01000050.1:14,399-19,475:-1)View Sequence Alignments","n/a","33.50 %","29.65 %","0","n/a","No"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","dnajc30b  (ENSAPOG00000023145)Compare Regions (MVNR01000758.1:2,923-9,908:-1)View Sequence Alignments","n/a","35.61 %","32.30 %","50","63.01","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DNAJC30  (ENSAMEG00000019069)Compare Regions (GL193039.1:916,295-916,975:-1)View Sequence Alignments","0.27515","73.45 %","73.45 %","100","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","dnajc30b  (ENSACIG00000014789)Compare Regions (CCOE01001696.1:670,820-672,204:-1)View Sequence Alignments","n/a","39.38 %","33.63 %","50","59.93","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","dnajc30b  (ENSAOCG00000006590)Compare Regions (NXFZ01003111.1:90,494-96,735:1)View Sequence Alignments","n/a","33.77 %","34.07 %","50","55.60","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","ENSAOCG00000010017Compare Regions (NXFZ01001956.1:412,326-419,399:-1)View Sequence Alignments","n/a","31.87 %","25.66 %","0","n/a","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","ENSAPEG00000021253Compare Regions (18:14,982,312-14,985,700:-1)View Sequence Alignments","n/a","23.35 %","23.45 %","0","n/a","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","dnajc30b  (ENSAPEG00000024571)Compare Regions (9:752,874-759,069:-1)View Sequence Alignments","n/a","33.91 %","34.51 %","50","55.80","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","ENSATEG00000014171Compare Regions (OOHO01000021.1:18,923,900-18,925,069:-1)View Sequence Alignments","n/a","18.25 %","31.42 %","50","48.77","No"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","ENSATEG00000014554Compare Regions (OOHO01000007.1:10,843,568-10,848,610:-1)View Sequence Alignments","n/a","31.42 %","31.42 %","0","n/a","No"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","DNAJC30  (ENSAPLG00000022836)Compare Regions (20:49,580-54,810:-1)View Sequence Alignments","n/a","49.19 %","26.99 %","75","64.79","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","DNAJC30  (ENSACAG00000007698)Compare Regions (GL344691.1:4,986-5,585:1)View Sequence Alignments","n/a","41.50 %","36.73 %","25","83.30","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","DNAJC30  (ENSABRG00000006145)Compare Regions (NXHY01000039.1:53,249-58,627:-1)View Sequence Alignments","n/a","52.10 %","27.43 %","75","79.64","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","DNAJC30  (ENSAHAG00000012048)Compare Regions (PTFD01000589.1:56,629-58,632:-1)View Sequence Alignments","n/a","42.05 %","36.28 %","75","78.30","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","DNAJC30  (ENSAOWG00000011727)Compare Regions (PTFC01001261.1:56,104-61,438:-1)View Sequence Alignments","n/a","46.19 %","40.27 %","75","77.38","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","dnajc30b  (ENSACLG00000016979)Compare Regions (14:16,196,940-16,201,738:-1)View Sequence Alignments","n/a","39.47 %","33.19 %","50","64.99","Yes"
