"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","dnajc10  (ENSAPOG00000003610)Compare Regions (MVNR01000154.1:328,357-354,888:1)View Sequence Alignments","n/a","59.80 %","60.03 %","50","64.95","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DNAJC10  (ENSAMEG00000009718)Compare Regions (GL193855.1:110,487-167,726:-1)View Sequence Alignments","0.13489","92.96 %","93.32 %","25","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","dnajc10  (ENSACIG00000023983)Compare Regions (CCOE01001648.1:4,690-14,454:-1)View Sequence Alignments","n/a","57.77 %","54.85 %","0","67.62","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","dnajc10  (ENSAOCG00000007449)Compare Regions (NXFZ01003467.1:36,270-60,084:1)View Sequence Alignments","n/a","57.89 %","58.26 %","50","67.03","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","dnajc10  (ENSAPEG00000019987)Compare Regions (12:6,383,473-6,409,535:-1)View Sequence Alignments","n/a","59.92 %","60.15 %","50","64.48","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","dnajc10  (ENSATEG00000019336)Compare Regions (OOHO01000008.1:2,898,224-2,907,909:1)View Sequence Alignments","n/a","59.52 %","59.52 %","50","71.50","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-manyView Gene Tree","ENSAPLG00000013405Compare Regions (7:13,984,675-13,991,584:-1)View Sequence Alignments","n/a","77.29 %","26.61 %","50","66.22","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-manyView Gene Tree","ENSAPLG00000028706Compare Regions (7:13,969,761-13,976,776:-1)View Sequence Alignments","n/a","66.44 %","24.46 %","50","56.83","No"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","DNAJC10  (ENSACAG00000003093)Compare Regions (GL343221.1:2,060,267-2,100,738:-1)View Sequence Alignments","n/a","72.56 %","73.01 %","100","94.31","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","DNAJC10  (ENSABRG00000004922)Compare Regions (NXHY01000021.1:9,401,603-9,423,530:1)View Sequence Alignments","n/a","74.50 %","75.91 %","50","94.50","Yes"
