"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","sec63  (ENSAPOG00000022858)Compare Regions (MVNR01001904.1:90,729-112,594:1)View Sequence Alignments","n/a","70.33 %","63.95 %","0","90.56","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","SEC63  (ENSAMEG00000008074)Compare Regions (GL192530.1:952,085-1,023,752:-1)View Sequence Alignments","0.06250","96.71 %","96.71 %","100","98.87","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","sec63  (ENSACIG00000017297)Compare Regions (CCOE01001020.1:674,994-689,081:1)View Sequence Alignments","n/a","71.78 %","65.92 %","25","82.02","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","sec63  (ENSAOCG00000020948)Compare Regions (NXFZ01005702.1:9,996-31,912:-1)View Sequence Alignments","n/a","72.03 %","71.84 %","0","77.45","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","sec63  (ENSAPEG00000008042)Compare Regions (11:37,203,926-37,226,004:-1)View Sequence Alignments","n/a","72.30 %","72.11 %","0","77.45","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","sec63  (ENSATEG00000004251)Compare Regions (OOHO01000013.1:8,707,821-8,721,194:-1)View Sequence Alignments","n/a","72.62 %","72.24 %","25","87.99","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","SEC63  (ENSAPLG00000010176)Compare Regions (3:70,440,699-70,478,410:1)View Sequence Alignments","n/a","89.76 %","72.63 %","100","95.21","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","SEC63  (ENSACAG00000005829)Compare Regions (1:190,214,209-190,262,158:-1)View Sequence Alignments","n/a","87.83 %","91.18 %","100","98.20","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","SEC63  (ENSABRG00000002590)Compare Regions (NXHY01000044.1:4,051,655-4,108,959:1)View Sequence Alignments","n/a","91.39 %","90.79 %","100","100.00","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","SEC63  (ENSANAG00000022108)Compare Regions (KZ199182.1:4,576,616-4,676,223:1)View Sequence Alignments","0.12076","98.16 %","98.16 %","50","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","SEC63  (ENSAHAG00000008285)Compare Regions (PTFD01000348.1:921,326-981,163:1)View Sequence Alignments","n/a","91.66 %","91.05 %","50","100.00","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","SEC63  (ENSAOWG00000018555)Compare Regions (PTFC01000364.1:937,801-981,163:1)View Sequence Alignments","n/a","89.80 %","86.84 %","50","96.51","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","SEC63  (ENSARWG00000001030)Compare Regions (PTFB01001173.1:57,477-103,188:1)View Sequence Alignments","n/a","88.90 %","86.45 %","25","95.70","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","sec63  (ENSACLG00000009789)Compare Regions (15:6,454,356-6,469,412:-1)View Sequence Alignments","n/a","67.70 %","63.16 %","25","74.47","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-1View Gene Tree","sec63  (ENSAMXG00000015120)Compare Regions (3:69,144,200-69,161,802:-1)View Sequence Alignments","n/a","73.28 %","72.89 %","75","96.59","Yes"
"Pachon cavefish (Astyanax mexicanus)","1-to-1View Gene Tree","sec63  (ENSAMXG00005014353)Compare Regions (KB882204.1:1,873,681-1,888,113:1)View Sequence Alignments","n/a","73.72 %","68.29 %","75","94.43","Yes"
"Siamese fighting fish (Betta splendens)","1-to-1View Gene Tree","sec63  (ENSBSLG00000023059)Compare Regions (24:7,639,029-7,648,632:1)View Sequence Alignments","n/a","72.18 %","72.37 %","25","83.81","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","SEC63  (ENSBBBG00000010770)Compare Regions (KN265088.1:7,653,978-7,719,881:1)View Sequence Alignments","0.02680","98.03 %","98.03 %","100","100.00","Yes"
"Hybrid - Bos Indicus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","SEC63  (ENSBIXG00005007877)Compare Regions (9:42,249,481-42,319,184:1)View Sequence Alignments","0.02504","98.16 %","98.16 %","75","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","SEC63  (ENSBMUG00000010331)Compare Regions (JH881380.1:390,432-455,438:1)View Sequence Alignments","0.02534","97.89 %","97.76 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","SEC63  (ENSBTAG00000016562)Compare Regions (9:42,151,796-42,219,435:1)View Sequence Alignments","0.02514","98.16 %","98.16 %","75","100.00","Yes"
"Hybrid - Bos Taurus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","SEC63  (ENSBIXG00000016487)Compare Regions (9:65,903,118-65,973,393:-1)View Sequence Alignments","0.02514","98.16 %","98.16 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","1-to-1View Gene Tree","dnj-29  (WBGene00001047)Compare Regions (I:14,104,429-14,113,179:-1)View Sequence Alignments","n/a","36.30 %","35.92 %","n/a","n/a","No"
"Ruff (Calidris pugnax)","1-to-1View Gene Tree","SEC63  (ENSCPUG00000009358)Compare Regions (KQ483354.1:8,981,324-9,043,066:1)View Sequence Alignments","n/a","91.52 %","90.92 %","100","100.00","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","SEC63  (ENSCPGG00000003469)Compare Regions (QJSC01015141.1:4,074,646-4,116,286:-1)View Sequence Alignments","n/a","91.37 %","85.00 %","50","97.30","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","SEC63  (ENSCJAG00000005998)Compare Regions (NTIC01022223.1:62,401,643-62,484,836:1)View Sequence Alignments","0.12484","98.03 %","98.03 %","100","100.00","Yes"
"Elephant shark (Callorhinchus milii)","1-to-1View Gene Tree","ENSCMIG00000015146Compare Regions (KI635880.1:782,201-829,048:1)View Sequence Alignments","n/a","67.50 %","67.50 %","n/a","95.80","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","SEC63  (ENSCAFG00020017827)Compare Regions (QKWQ01002203.1:36,373,368-36,446,234:-1)View Sequence Alignments","0.02679","98.68 %","98.68 %","75","100.00","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","SEC63  (ENSCHIG00000021240)Compare Regions (9:29,453,777-29,518,572:1)View Sequence Alignments","0.02559","98.16 %","98.16 %","100","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","SEC63  (ENSTSYG00000009852)Compare Regions (KE943415.1:1,567-54,312:-1)View Sequence Alignments","0.01867","99.11 %","58.55 %","50","87.11","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","SEC63  (ENSCCNG00000024494)Compare Regions (MTKA01001709.1:468,668-535,797:1)View Sequence Alignments","0.04805","97.24 %","97.24 %","75","100.00","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","SEC63  (ENSCAPG00000009467)Compare Regions (AVPZ01000600.1:7,573,366-7,615,794:-1)View Sequence Alignments","0.12768","79.82 %","58.82 %","100","84.11","Yes"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","SEC63  (ENSCPOG00000002486)Compare Regions (DS562918.1:7,574,736-7,636,483:-1)View Sequence Alignments","0.06310","94.47 %","92.24 %","100","97.57","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","SEC63  (ENSCCAG00000024413)Compare Regions (KV389586.1:769,242-849,367:1)View Sequence Alignments","0.33075","94.27 %","93.03 %","100","100.00","Yes"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","SEC63  (ENSCATG00000041502)Compare Regions (KQ009831.1:14,079,722-14,165,519:1)View Sequence Alignments","0.33551","95.42 %","93.16 %","50","100.00","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-1View Gene Tree","SEC63  (ENSCABG00000017056)Compare Regions (PKMU01001502.1:237,484-351,182:-1)View Sequence Alignments","n/a","90.73 %","90.13 %","100","99.79","Yes"
