"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","dnajc5ab  (ENSAPOG00000004071)Compare Regions (MVNR01000235.1:375,807-388,749:1)View Sequence Alignments","n/a","73.10 %","72.73 %","0","n/a","No"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","dnajc5aa  (ENSAPOG00000004254)Compare Regions (MVNR01000055.1:681,097-686,231:1)View Sequence Alignments","n/a","77.39 %","77.78 %","0","100.00","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DNAJC5  (ENSAMEG00000001818)Compare Regions (GL193319.1:481,160-483,521:1)View Sequence Alignments","0.01860","95.45 %","95.45 %","100","99.89","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","dnajc5ab  (ENSACIG00000009274)Compare Regions (CCOE01001209.1:487,022-491,367:-1)View Sequence Alignments","n/a","72.96 %","72.22 %","0","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","dnajc5aa  (ENSACIG00000011342)Compare Regions (CCOE01000667.1:1,120,022-1,126,274:1)View Sequence Alignments","n/a","76.50 %","77.27 %","0","n/a","No"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","dnajc5aa  (ENSAOCG00000002083)Compare Regions (NXFZ01002823.1:942,102-946,513:1)View Sequence Alignments","n/a","77.39 %","77.78 %","0","100.00","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","dnajc5ab  (ENSAOCG00000022594)Compare Regions (NXFZ01002431.1:64,873-72,265:-1)View Sequence Alignments","n/a","73.85 %","72.73 %","0","n/a","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","dnajc5ab  (ENSAPEG00000003183)Compare Regions (8:22,198,593-22,228,828:-1)View Sequence Alignments","n/a","73.85 %","72.73 %","0","n/a","No"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","dnajc5aa  (ENSAPEG00000021980)Compare Regions (8:17,208,914-17,213,585:1)View Sequence Alignments","n/a","77.39 %","77.78 %","0","100.00","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","dnajc5aa  (ENSATEG00000023867)Compare Regions (OOHO01000023.1:20,136,359-20,141,658:1)View Sequence Alignments","n/a","45.12 %","48.99 %","0","n/a","No"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","dnajc5ab  (ENSATEG00000024778)Compare Regions (OOHO01000023.1:24,162,417-24,180,333:1)View Sequence Alignments","n/a","73.47 %","72.73 %","0","100.00","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","DNAJC5  (ENSAPLG00000030676)Compare Regions (21:14,315,740-14,324,529:-1)View Sequence Alignments","n/a","94.44 %","94.44 %","50","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","DNAJC5  (ENSACAG00000006841)Compare Regions (4:156,152,262-156,234,090:-1)View Sequence Alignments","n/a","94.97 %","95.45 %","75","100.00","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","DNAJC5  (ENSABRG00000007162)Compare Regions (NXHY01000011.1:10,949,300-10,968,958:-1)View Sequence Alignments","n/a","94.44 %","94.44 %","100","100.00","Yes"
