"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-manyView Gene Tree","hspa14  (ENSAPOG00000016454)Compare Regions (MVNR01002300.1:18,352-39,904:1)View Sequence Alignments","n/a","61.58 %","61.10 %","0","84.15","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","HSPA14  (ENSAMEG00000011471)Compare Regions (GL194386.1:139,814-175,970:1)View Sequence Alignments","0.10578","93.19 %","94.11 %","75","100.00","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-manyView Gene Tree","hspa14  (ENSACIG00000007628)Compare Regions (CCOE01001284.1:731,114-743,117:1)View Sequence Alignments","n/a","60.90 %","58.74 %","0","51.86","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-manyView Gene Tree","hspa14  (ENSAOCG00000004069)Compare Regions (NXFZ01004169.1:11,830-37,222:-1)View Sequence Alignments","n/a","61.26 %","60.90 %","25","89.32","Yes"
"Orange clownfish (Amphiprion percula)","1-to-manyView Gene Tree","hspa14  (ENSAPEG00000016756)Compare Regions (13:10,017,117-10,043,805:1)View Sequence Alignments","n/a","61.26 %","60.90 %","0","89.29","Yes"
"Climbing perch (Anabas testudineus)","1-to-manyView Gene Tree","hspa14  (ENSATEG00000000265)Compare Regions (OOHO01000004.1:37,019,752-37,023,689:1)View Sequence Alignments","n/a","61.81 %","59.14 %","25","92.59","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","HSPA14  (ENSAPLG00000006261)Compare Regions (1:6,890,060-6,901,132:1)View Sequence Alignments","n/a","82.02 %","81.53 %","100","100.00","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","HSPA14  (ENSACAG00000001012)Compare Regions (GL343559.1:230,975-247,221:1)View Sequence Alignments","n/a","80.43 %","79.96 %","100","99.94","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","HSPA14  (ENSABRG00000013965)Compare Regions (NXHY01000007.1:6,636,581-6,647,843:1)View Sequence Alignments","n/a","74.18 %","79.57 %","100","93.58","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","HSPA14  (ENSANAG00000025949)Compare Regions (KZ202542.1:1,937,488-1,971,337:1)View Sequence Alignments","0.20595","96.27 %","96.27 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","HSPA14  (ENSAHAG00000014249)Compare Regions (PTFD01000038.1:3,127,851-3,146,884:1)View Sequence Alignments","n/a","56.14 %","77.21 %","100","83.63","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","HSPA14  (ENSAOWG00000004089)Compare Regions (PTFC01000022.1:4,341,096-4,355,285:1)View Sequence Alignments","n/a","83.40 %","82.91 %","100","100.00","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-manyView Gene Tree","hspa14  (ENSACLG00000014433)Compare Regions (17:38,971,542-38,981,720:1)View Sequence Alignments","n/a","59.17 %","58.94 %","25","76.28","Yes"
"Mexican tetra (Astyanax mexicanus)","1-to-manyView Gene Tree","hspa14  (ENSAMXG00000009721)Compare Regions (7:38,967,882-38,976,528:1)View Sequence Alignments","n/a","68.25 %","67.58 %","100","86.19","Yes"
"Pachon cavefish (Astyanax mexicanus)","1-to-manyView Gene Tree","hspa14  (ENSAMXG00005020898)Compare Regions (KB882156.1:176,710-184,311:1)View Sequence Alignments","n/a","66.53 %","62.87 %","75","84.19","Yes"
"Siamese fighting fish (Betta splendens)","1-to-manyView Gene Tree","hspa14  (ENSBSLG00000013942)Compare Regions (9:1,188,332-1,192,839:-1)View Sequence Alignments","n/a","61.75 %","62.48 %","50","88.55","Yes"
"American bison (Bison bison bison)","1-to-1View Gene Tree","HSPA14  (ENSBBBG00000002971)Compare Regions (KN265158.1:11,934,541-11,961,093:1)View Sequence Alignments","0.12357","91.94 %","91.94 %","100","100.00","Yes"
"Hybrid - Bos Indicus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","HSPA14  (ENSBIXG00005005890)Compare Regions (13:53,849,307-53,876,535:-1)View Sequence Alignments","0.22984","51.52 %","83.10 %","100","100.00","Yes"
"Wild yak (Bos mutus)","1-to-1View Gene Tree","HSPA14  (ENSBMUG00000022767)Compare Regions (JH881041.1:1,557,351-1,584,246:1)View Sequence Alignments","0.12176","91.94 %","91.94 %","100","100.00","Yes"
"Cow (Bos taurus)","1-to-1View Gene Tree","HSPA14  (ENSBTAG00000016451)Compare Regions (13:29,491,860-29,517,411:1)View Sequence Alignments","0.22908","53.68 %","83.10 %","100","100.00","Yes"
"Hybrid - Bos Taurus (Bos indicus x Bos taurus)","1-to-1View Gene Tree","HSPA14  (ENSBIXG00000017722)Compare Regions (13:53,873,328-53,900,592:-1)View Sequence Alignments","0.23165","51.52 %","83.10 %","100","100.00","Yes"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","hsp-70  (WBGene00002026)Compare Regions (I:9,320,325-9,322,534:-1)View Sequence Alignments","n/a","27.06 %","34.18 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","F44E5.4  (WBGene00009691)Compare Regions (II:11,757,106-11,759,323:-1)View Sequence Alignments","n/a","27.29 %","34.58 %","n/a","n/a","No"
"Caenorhabditis elegans (Caenorhabditis elegans)","Many-to-manyView Gene Tree","F44E5.5  (WBGene00009692)Compare Regions (II:11,759,640-11,761,853:1)View Sequence Alignments","n/a","27.29 %","34.58 %","n/a","n/a","No"
"Ruff (Calidris pugnax)","1-to-manyView Gene Tree","ENSCPUG00000002259Compare Regions (KQ483353.1:51,339,083-51,351,347:-1)View Sequence Alignments","n/a","82.41 %","81.93 %","75","86.11","Yes"
"Ruff (Calidris pugnax)","1-to-manyView Gene Tree","ENSCPUG00000002808Compare Regions (KQ483353.1:51,351,989-51,366,717:-1)View Sequence Alignments","n/a","79.56 %","78.78 %","50","15.28","Yes"
"Spoon-billed sandpiper (Calidris pygmaea)","1-to-1View Gene Tree","HSPA14  (ENSCPGG00000000816)Compare Regions (QJSC01023111.1:757,648-770,398:-1)View Sequence Alignments","n/a","67.23 %","78.19 %","100","94.91","Yes"
"Marmoset (Callithrix jacchus)","1-to-1View Gene Tree","HSPA14  (ENSCJAG00000009318)Compare Regions (NTIC01036611.1:140,399,166-140,432,726:-1)View Sequence Alignments","0.20259","96.27 %","96.27 %","100","100.00","Yes"
"Elephant shark (Callorhinchus milii)","1-to-manyView Gene Tree","ENSCMIG00000002966Compare Regions (KI636358.1:26,177-32,601:-1)View Sequence Alignments","n/a","64.73 %","63.46 %","n/a","87.42","Yes"
"Dog (Canis lupus familiaris)","1-to-1View Gene Tree","HSPA14  (ENSCAFG00000004702)Compare Regions (2:21,757,289-21,853,468:-1)View Sequence Alignments","0.07737","94.89 %","94.89 %","100","100.00","Yes"
"Dingo (Canis lupus dingo)","1-to-1View Gene Tree","HSPA14  (ENSCAFG00020007951)Compare Regions (QKWQ01000669.1:18,536,047-18,574,673:1)View Sequence Alignments","0.14613","88.65 %","90.57 %","100","100.00","Yes"
"Goat (Capra hircus)","1-to-1View Gene Tree","HSPA14  (ENSCHIG00000022952)Compare Regions (13:28,807,928-28,836,952:1)View Sequence Alignments","0.11159","91.94 %","91.94 %","75","100.00","Yes"
"Tarsier (Carlito syrichta)","1-to-1View Gene Tree","HSPA14  (ENSTSYG00000014478)Compare Regions (KE943531.1:319,368-351,956:-1)View Sequence Alignments","0.09914","95.48 %","95.48 %","100","100.00","Yes"
"American beaver (Castor canadensis)","1-to-1View Gene Tree","HSPA14  (ENSCCNG00000021729)Compare Regions (MTKA01000290.1:422,547-452,154:1)View Sequence Alignments","0.10889","92.73 %","92.73 %","100","100.00","Yes"
"Brazilian guinea pig (Cavia aperea)","1-to-1View Gene Tree","HSPA14  (ENSCAPG00000017069)Compare Regions (AVPZ01000333.1:19,069,797-19,098,114:1)View Sequence Alignments","0.21795","77.75 %","65.23 %","100","87.25","Yes"
"Guinea Pig (Cavia porcellus)","1-to-1View Gene Tree","HSPA14  (ENSCPOG00000008489)Compare Regions (DS562894.1:19,080,936-19,111,076:1)View Sequence Alignments","0.08887","93.12 %","93.12 %","100","100.00","Yes"
"Capuchin (Cebus capucinus imitator)","1-to-1View Gene Tree","HSPA14  (ENSCCAG00000033935)Compare Regions (KV389487.1:5,189,243-5,220,335:-1)View Sequence Alignments","0.14331","97.25 %","97.25 %","100","100.00","Yes"
"Sooty mangabey (Cercocebus atys)","1-to-1View Gene Tree","HSPA14  (ENSCATG00000042891)Compare Regions (KQ012752.1:12,257,848-12,289,863:-1)View Sequence Alignments","0.33887","97.84 %","97.84 %","100","100.00","Yes"
"Abingdon island giant tortoise (Chelonoidis abingdonii)","1-to-1View Gene Tree","HSPA14  (ENSCABG00000001160)Compare Regions (PKMU01004578.1:1,025,310-1,049,721:1)View Sequence Alignments","n/a","78.77 %","50.29 %","75","83.10","Yes"
"Long-tailed chinchilla (Chinchilla lanigera)","1-to-1View Gene Tree","HSPA14  (ENSCLAG00000008946)Compare Regions (JH721889.1:19,533,524-19,578,532:-1)View Sequence Alignments","0.07118","93.27 %","89.78 %","100","99.35","Yes"
"Vervet-AGM (Chlorocebus sabaeus)","1-to-1View Gene Tree","HSPA14  (ENSCSAG00000013062)Compare Regions (9:14,861,211-14,893,677:1)View Sequence Alignments","0.25698","98.04 %","98.04 %","100","100.00","Yes"
