"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","hspa12b  (ENSAPOG00000018018)Compare Regions (MVNR01000659.1:281,054-299,044:1)View Sequence Alignments","n/a","68.75 %","70.55 %","0","93.77","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","HSPA12B  (ENSAMEG00000010812)Compare Regions (GL192628.1:291,021-304,244:-1)View Sequence Alignments","0.02028","97.38 %","92.27 %","100","99.33","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","hspa12b  (ENSACIG00000001019)Compare Regions (CCOE01000573.1:438,902-456,041:-1)View Sequence Alignments","n/a","71.36 %","66.47 %","0","96.55","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","hspa12b  (ENSAOCG00000023281)Compare Regions (NXFZ01002193.1:656-13,184:1)View Sequence Alignments","n/a","66.98 %","52.62 %","0","77.13","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","hspa12b  (ENSAPEG00000020453)Compare Regions (23:7,524,870-7,541,699:1)View Sequence Alignments","n/a","73.43 %","64.87 %","0","96.32","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","hspa12b  (ENSATEG00000016624)Compare Regions (OOHO01000015.1:11,976,123-11,988,702:-1)View Sequence Alignments","n/a","70.47 %","67.49 %","0","89.73","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","HSPA12B  (ENSAPLG00000006317)Compare Regions (PEDO01011848.1:21-2,006:-1)View Sequence Alignments","n/a","49.04 %","33.53 %","0","68.12","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","HSPA12B  (ENSACAG00000004199)Compare Regions (GL343738.1:193,912-231,407:1)View Sequence Alignments","n/a","74.06 %","74.49 %","25","98.01","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","HSPA12B  (ENSABRG00000012248)Compare Regions (NXHY01000383.1:117,989-125,677:1)View Sequence Alignments","n/a","72.78 %","72.89 %","75","92.07","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-manyView Gene Tree","ENSANAG00000025770Compare Regions (KZ205900.1:785,952-789,194:-1)View Sequence Alignments","0.17002","92.38 %","86.59 %","0","n/a","No"
"Ma's night monkey (Aotus nancymaae)","1-to-manyView Gene Tree","ENSANAG00000038504Compare Regions (KZ204317.1:7,613,471-7,626,731:-1)View Sequence Alignments","0.07049","97.05 %","95.77 %","100","100.00","Yes"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","HSPA12B  (ENSAHAG00000018550)Compare Regions (PTFD01000467.1:46,169-56,749:-1)View Sequence Alignments","n/a","71.32 %","69.24 %","75","92.24","Yes"
