"Species","Type","Orthologue","dN/dS","Target %id","Query %id","GOC Score","WGA Coverage","High Confidence"
"Spiny chromis (Acanthochromis polyacanthus)","1-to-1View Gene Tree","dnajc17  (ENSAPOG00000012644)Compare Regions (MVNR01000227.1:253,244-286,537:-1)View Sequence Alignments","n/a","66.03 %","68.42 %","25","70.02","Yes"
"Panda (Ailuropoda melanoleuca)","1-to-1View Gene Tree","DNAJC17  (ENSAMEG00000016923)Compare Regions (GL192356.1:3,497,234-3,508,535:1)View Sequence Alignments","0.20511","85.29 %","85.86 %","75","96.49","Yes"
"Midas cichlid (Amphilophus citrinellus)","1-to-1View Gene Tree","dnajc17  (ENSACIG00000014152)Compare Regions (CCOE01000194.1:1,989,938-2,015,342:-1)View Sequence Alignments","n/a","63.79 %","63.16 %","25","84.88","Yes"
"Clown anemonefish (Amphiprion ocellaris)","1-to-1View Gene Tree","dnajc17  (ENSAOCG00000012011)Compare Regions (NXFZ01002454.1:115,150-145,689:-1)View Sequence Alignments","n/a","66.03 %","68.42 %","25","70.11","Yes"
"Orange clownfish (Amphiprion percula)","1-to-1View Gene Tree","dnajc17  (ENSAPEG00000000710)Compare Regions (18:34,145,988-34,176,679:1)View Sequence Alignments","n/a","50.41 %","60.86 %","25","60.56","Yes"
"Climbing perch (Anabas testudineus)","1-to-1View Gene Tree","dnajc17  (ENSATEG00000004347)Compare Regions (OOHO01000014.1:33,803,010-33,828,507:-1)View Sequence Alignments","n/a","66.21 %","63.82 %","25","80.98","Yes"
"Duck (Anas platyrhynchos platyrhynchos)","1-to-1View Gene Tree","DNAJC17  (ENSAPLG00000003714)Compare Regions (5:33,819,887-33,836,350:-1)View Sequence Alignments","n/a","76.53 %","78.29 %","75","86.05","Yes"
"Anole lizard (Anolis carolinensis)","1-to-1View Gene Tree","DNAJC17  (ENSACAG00000003311)Compare Regions (GL343264.1:464,765-487,359:1)View Sequence Alignments","n/a","74.11 %","75.33 %","75","94.95","Yes"
"Pink-footed goose (Anser brachyrhynchus)","1-to-1View Gene Tree","DNAJC17  (ENSABRG00000009779)Compare Regions (NXHY01000045.1:101,695-128,460:-1)View Sequence Alignments","n/a","77.17 %","78.95 %","75","85.93","Yes"
"Ma's night monkey (Aotus nancymaae)","1-to-1View Gene Tree","ENSANAG00000036714Compare Regions (KZ197284.1:4,127,787-4,128,691:1)View Sequence Alignments","0.27990","82.47 %","68.09 %","0","n/a","No"
"Great spotted kiwi (Apteryx haastii)","1-to-1View Gene Tree","DNAJC17  (ENSAHAG00000013517)Compare Regions (PTFD01000384.1:879,028-896,820:-1)View Sequence Alignments","n/a","76.80 %","77.30 %","75","90.86","Yes"
"Little spotted kiwi (Apteryx owenii)","1-to-1View Gene Tree","DNAJC17  (ENSAOWG00000006436)Compare Regions (PTFC01000565.1:32,561-50,598:1)View Sequence Alignments","n/a","76.21 %","77.96 %","50","90.75","Yes"
"Okarito brown kiwi (Apteryx rowi)","1-to-1View Gene Tree","DNAJC17  (ENSARWG00000006686)Compare Regions (PTFB01000364.1:890,810-908,950:-1)View Sequence Alignments","n/a","76.21 %","77.96 %","75","90.75","Yes"
"Eastern happy (Astatotilapia calliptera)","1-to-1View Gene Tree","dnajc17  (ENSACLG00000002917)Compare Regions (19:27,106,545-27,148,464:-1)View Sequence Alignments","n/a","62.42 %","62.83 %","25","60.51","Yes"
